customerID,AvgDataUsage_GB,NumCalls,TVPackage,TechSupport
C0477,10.3,38,Yes,Yes
C5177,,37,No,No
C1645,,45,Yes,Yes
C2736,20.7,37,Yes,No
C3796,560.0,54,Yes,Yes
C1920,62.9,47,No,No
C0739,22.9,41,Yes,No
C4047,43.0,45,No,No
C2936,82.0,37,Yes,No
C2156,37.0,41,No,Yes
C1938,21.7,42,Yes,Yes
C2976,33.0,48,Yes,No
C1886,27.2,40,Yes,No
C0505,75.2,47,No,No
C1444,54.3,33,No,No
C0946,57.6,44,Yes,No
C4289,55.3,47,No,No
C2123,25.2,47,Yes,Yes
C5064,74.0,53,No,Yes
C2912,80.3,30,Yes,Yes
C0903,18.6,41,No,Yes
C1330,73.0,34,No,Yes
C1464,423.7,44,No,No
C2770,33.0,48,No,No
C0282,23.9,39,Yes,No
C4464,34.2,47,No,No
C3032,25.3,48,Yes,No
C2268,34.7,39,Yes,No
C4226,28.3,31,Yes,No
C2993,7.1,33,Yes,
C0916,9.1,32,No,
C0843,28.3,47,Yes,Yes
C1786,23.6,36,Yes,No
C4439,44.7,37,Yes,No
C4479,68.4,44,Yes,No
C3318,7.0,40,Yes,No
C2772,43.8,52,No,
C4185,37.0,37,Yes,Yes
C0749,32.7,43,Yes,Yes
C3724,60.3,35,No,No
C1418,55.1,44,Yes,Yes
C2233,,47,No,Yes
C0081,74.3,33,Yes,No
C5350,82.4,46,No,No
C4788,11.5,33,No,No
C0850,36.0,45,Yes,No
C4851,65.5,46,Yes,Yes
C3269,62.5,39,No,No
C3530,,50,No,Yes
C1968,624.4,37,No,No
C0577,43.4,48,Yes,No
C0926,13.0,46,Yes,No
C4219,26.8,43,No,No
C0302,44.0,38,Yes,No
C2987,15.7,35,No,Yes
C1986,74.5,41,Yes,No
C0623,28.2,36,No,No
C0169,15.6,46,No,No
C1113,,51,No,No
C1655,16.7,46,No,No
C0969,61.0,29,Yes,No
C3480,34.8,39,No,No
C4844,,45,No,Yes
C1743,12.3,40,No,No
C0031,12.9,39,No,Yes
C0238,20.0,40,Yes,Yes
C2598,34.4,48,No,No
C1761,68.3,36,Yes,No
C0234,44.4,43,Yes,
C3200,38.5,37,Yes,No
C0565,730.8,24,No,Yes
C0675,,37,No,No
C0403,111.2,47,Yes,Yes
C4196,8.4,46,No,Yes
C4068,124.6,43,Yes,Yes
C0320,31.5,40,Yes,Yes
C1245,104.9,39,No,No
C3396,,36,Yes,Yes
C5188,69.6,44,Yes,No
C3485,,46,No,No
C0351,,45,No,No
C0287,54.9,45,No,
C0589,21.9,47,Yes,No
C1275,,48,No,No
C2672,44.3,33,Yes,Yes
C3378,27.3,42,Yes,Yes
C1797,24.1,45,Yes,
C5426,48.6,39,No,No
C0579,34.9,36,No,Yes
C5183,48.5,39,No,Yes
C1151,,50,No,Yes
C0464,65.9,55,No,No
C5112,,38,No,No
C2792,51.4,34,Yes,No
C4664,16.2,36,Yes,Yes
C4269,56.1,44,Yes,
C5085,25.2,37,No,Yes
C0366,42.4,45,Yes,No
C0503,18.0,38,Yes,
C2889,,38,No,No
C0898,101.0,39,No,Yes
C1055,47.8,35,Yes,No
C3177,,40,Yes,Yes
C2144,24.4,38,Yes,Yes
C0158,120.1,36,No,No
C2477,54.3,34,No,No
C2366,21.3,33,Yes,No
C4602,45.6,38,No,Yes
C1504,47.4,40,No,No
C4879,35.6,52,No,No
C3886,53.8,37,No,
C4992,45.2,43,Yes,No
C3082,34.9,56,No,No
C0084,34.0,34,No,No
C0970,5.4,43,Yes,No
C3924,39.2,47,Yes,Yes
C2153,37.7,39,Yes,Yes
C3525,21.4,34,No,No
C2641,12.1,36,Yes,
C4740,31.5,46,No,No
C0728,51.7,47,Yes,
C2587,26.1,36,No,No
C3023,136.4,34,No,
C0421,72.1,37,No,Yes
C2247,20.5,38,No,No
C4759,13.0,40,Yes,Yes
C2691,32.1,41,No,No
C2981,51.0,39,No,No
C1384,14.1,42,Yes,No
C4031,47.1,42,Yes,No
C3073,32.2,48,Yes,Yes
C5401,65.2,37,No,No
C2606,40.8,46,No,Yes
C3326,,46,No,Yes
C1347,22.1,38,No,No
C4260,12.7,39,No,
C1707,46.2,45,No,No
C4442,133.1,35,No,Yes
C1955,13.8,34,Yes,No
C2865,26.7,43,Yes,Yes
C1234,30.1,45,Yes,No
C4253,22.2,49,Yes,No
C4726,18.3,40,Yes,No
C1017,7.2,38,Yes,No
C3843,28.3,49,No,Yes
C4769,17.7,35,Yes,Yes
C0533,50.4,43,No,No
C1287,,34,No,No
C3583,25.9,43,No,No
C0292,16.7,39,No,No
C3845,10.3,33,No,No
C0659,7.6,36,No,No
C0357,25.3,37,No,No
C0626,6.9,37,Yes,No
C0490,21.2,46,No,No
C3380,38.7,31,No,No
C1370,11.1,46,No,Yes
C4281,9.7,44,Yes,Yes
C5196,42.3,32,No,Yes
C4271,66.8,41,No,No
C5405,21.8,43,Yes,
C1227,34.4,41,Yes,No
C4826,12.2,42,Yes,No
C5036,19.3,43,No,No
C1580,,33,No,No
C0047,27.7,45,No,No
C2327,,42,Yes,No
C4081,11.1,45,No,No
C2765,5.7,40,No,Yes
C2278,,44,Yes,Yes
C4667,53.4,33,Yes,No
C4493,5.6,31,No,No
C4680,78.4,46,Yes,No
C5464,11.1,40,Yes,No
C4969,11.4,34,Yes,No
C0933,16.5,52,Yes,No
C2071,75.5,33,Yes,
C0286,19.5,36,Yes,No
C5208,81.1,47,Yes,Yes
C0559,22.5,33,Yes,No
C4429,17.9,57,No,No
C4198,18.2,51,Yes,Yes
C2154,15.8,36,No,No
C1642,18.6,42,Yes,No
C0549,51.3,52,No,No
C2505,17.0,37,Yes,No
C5292,27.9,41,Yes,Yes
C1586,30.6,25,No,No
C2589,54.0,37,No,No
C2442,19.9,42,No,Yes
C1943,43.9,47,No,No
C5009,23.0,33,No,No
C0858,8.0,42,Yes,Yes
C1159,14.6,43,Yes,No
C1768,56.7,35,Yes,No
C4295,22.6,45,Yes,No
C5397,7.8,36,No,Yes
C2850,53.1,37,Yes,No
C1880,1.3,27,No,
C1625,12.8,39,No,Yes
C3196,,40,No,No
C4240,10.0,39,No,No
C3873,63.2,34,No,No
C2485,14.6,38,Yes,Yes
C0285,31.7,36,Yes,No
C0350,4.5,41,Yes,No
C0979,18.4,49,Yes,No
C0156,7.4,39,No,No
C4719,63.2,30,No,No
C0375,24.5,45,No,No
C1489,11.3,37,No,No
C1737,38.8,52,Yes,No
C2281,79.5,32,Yes,No
C3191,16.2,46,No,No
C3546,152.6,34,Yes,No
C5413,17.7,42,No,No
C3952,39.5,47,No,No
C2183,41.6,37,No,Yes
C3515,103.5,41,No,No
C5424,26.7,33,No,Yes
C0328,30.5,35,No,Yes
C5115,11.6,40,No,No
C5456,43.9,34,No,Yes
C3313,78.8,46,Yes,Yes
C1891,4.3,41,Yes,No
C2375,48.5,45,Yes,No
C1156,25.2,33,Yes,Yes
C2518,51.4,45,No,Yes
C2648,,32,Yes,Yes
C1161,7.1,42,Yes,
C1327,37.4,47,Yes,No
C5337,54.4,39,No,Yes
C1704,4.5,39,No,Yes
C4132,58.2,42,No,No
C4150,30.3,43,Yes,No
C1260,43.4,47,Yes,No
C5077,101.1,49,Yes,
C5274,71.1,42,Yes,No
C0780,,38,No,Yes
C2550,20.9,22,No,No
C3657,70.1,26,No,Yes
C1585,35.8,38,No,No
C1695,65.6,52,No,Yes
C1294,15.1,30,Yes,No
C3749,26.0,42,No,Yes
C5420,6.7,47,Yes,No
C2080,49.6,40,No,Yes
C2307,47.4,36,Yes,No
C1374,51.8,38,No,Yes
C1638,38.1,40,No,No
C1650,836.6,46,Yes,No
C0206,5.1,50,No,No
C2493,28.0,45,Yes,No
C4627,15.9,43,No,Yes
C4984,38.5,49,Yes,No
C3159,9.7,29,No,No
C0249,10.1,40,No,
C2690,33.4,38,No,No
C0627,73.1,36,No,Yes
C3933,17.4,39,Yes,No
C4762,15.5,41,Yes,No
C4640,10.1,37,No,Yes
C4993,50.0,29,No,No
C1284,125.0,35,No,No
C4855,54.3,43,Yes,No
C1121,42.8,49,No,Yes
C3273,27.9,44,Yes,No
C0168,2.8,48,Yes,No
C2640,28.6,39,No,No
C3272,24.4,37,Yes,
C4514,13.5,46,No,No
C3264,13.0,54,No,No
C2321,32.2,35,Yes,No
C2602,105.9,37,No,No
C2420,,42,Yes,Yes
C4845,2.3,40,No,No
C0465,39.2,36,No,No
C0003,24.4,39,No,Yes
C4600,67.1,31,Yes,No
C3074,34.8,35,No,
C4687,17.6,50,Yes,No
C5311,24.1,38,No,Yes
C1809,4.2,41,No,Yes
C4297,,36,No,Yes
C3044,21.2,53,No,No
C0045,18.3,30,No,No
C1125,90.7,36,No,Yes
C4590,83.2,36,No,Yes
C2206,52.2,48,No,No
C0783,51.9,45,No,No
C1185,7.7,46,No,No
C1550,5.2,39,Yes,No
C5336,26.1,40,Yes,No
C3951,22.0,40,Yes,Yes
C0671,42.7,50,No,Yes
C0588,36.9,52,No,No
C3144,27.4,37,No,No
C2492,4.2,37,Yes,Yes
C4990,28.4,47,No,
C0768,8.4,45,Yes,No
C4653,47.2,34,No,No
C3376,36.4,20,No,No
C1432,120.7,39,No,No
C3597,21.5,46,No,Yes
C5331,,36,Yes,No
C4683,,41,No,No
C4540,1.8,40,No,No
C0343,,33,No,No
C3035,4.6,41,Yes,Yes
C2504,86.8,45,No,No
C1575,,40,Yes,No
C5415,26.4,39,Yes,No
C4918,54.6,25,No,Yes
C2300,96.6,38,No,Yes
C3586,105.0,35,No,No
C3013,7.4,43,Yes,No
C1952,63.3,47,No,No
C3367,8.5,43,Yes,No
C0265,,40,Yes,Yes
C0808,43.2,41,Yes,No
C2588,113.9,47,No,No
C0700,37.6,41,Yes,No
C4384,52.0,32,Yes,Yes
C3248,90.0,34,No,Yes
C3327,8.0,36,No,No
C1518,34.4,42,Yes,Yes
C3838,45.5,39,Yes,No
C1739,626.3,40,No,Yes
C3050,37.9,38,No,No
C3770,,38,No,No
C4268,41.6,37,Yes,Yes
C0388,9.0,41,Yes,Yes
C0402,43.7,36,No,Yes
C0801,38.1,32,No,
C3112,75.2,39,Yes,No
C2994,16.2,37,No,Yes
C0983,26.0,29,No,No
C0389,17.5,42,Yes,No
C3547,51.0,29,No,Yes
C1629,94.9,39,Yes,Yes
C5187,,46,No,No
C5248,64.9,39,Yes,No
C4154,48.6,35,Yes,No
C4929,44.3,33,No,No
C3126,36.6,30,No,Yes
C4013,32.9,49,Yes,No
C2137,84.0,38,Yes,No
C0944,67.3,42,Yes,Yes
C3211,,44,Yes,Yes
C1611,,47,Yes,No
C1834,23.5,39,No,Yes
C1641,33.9,37,No,No
C5298,59.9,60,No,Yes
C5281,62.0,46,No,Yes
C1997,17.2,31,No,Yes
C5044,38.9,32,No,No
C5319,9.0,38,Yes,No
C0668,47.1,38,Yes,No
C2502,69.5,35,No,No
C2216,71.0,46,Yes,Yes
C4694,17.0,46,Yes,Yes
C3011,76.2,33,No,No
C2295,38.0,41,No,No
C4477,36.2,32,No,No
C4513,10.1,37,Yes,Yes
C2121,23.9,43,No,No
C4942,63.6,44,Yes,Yes
C0377,29.3,45,No,Yes
C2189,38.3,38,No,Yes
C1854,31.9,39,No,No
C3564,631.9,40,Yes,Yes
C2465,9.1,43,No,Yes
C1282,3.7,38,No,No
C0606,3.8,43,Yes,Yes
C2663,24.2,35,No,Yes
C1135,54.6,39,Yes,No
C4113,5.8,44,No,No
C1341,15.9,48,No,
C0440,21.8,43,Yes,No
C5108,23.3,31,Yes,No
C2475,19.5,40,No,Yes
C0815,14.3,50,Yes,No
C4314,48.1,42,Yes,No
C4706,39.9,49,Yes,No
C2652,,38,No,No
C3783,41.5,50,No,Yes
C2361,,52,Yes,No
C0578,18.6,44,No,Yes
C4311,32.2,30,Yes,No
C1936,32.2,54,Yes,Yes
C0825,56.2,41,No,No
C0143,28.9,38,No,No
C1981,23.3,40,No,Yes
C2061,35.4,42,Yes,Yes
C5280,3.7,49,Yes,No
C1307,132.6,40,Yes,No
C2881,6.8,43,No,No
C3507,18.4,46,No,Yes
C2301,15.8,28,No,Yes
C4665,43.6,49,Yes,No
C3896,94.2,39,No,No
C1925,79.6,39,No,No
C1872,,33,No,No
C0995,1.5,50,Yes,Yes
C0391,72.0,41,Yes,No
C1659,49.4,33,Yes,
C4215,13.5,41,No,No
C3009,109.8,33,Yes,No
C4620,20.7,29,No,Yes
C4406,71.5,34,No,No
C4085,68.1,44,No,Yes
C5033,33.9,35,Yes,Yes
C2661,41.1,33,No,Yes
C0468,11.7,34,Yes,No
C1340,88.3,43,Yes,No
C1276,18.1,29,Yes,No
C0277,24.5,35,No,No
C4052,107.1,44,No,Yes
C1560,25.7,47,No,No
C0913,50.0,45,Yes,
C3753,62.2,37,Yes,No
C0023,26.4,48,Yes,No
C1087,46.5,41,Yes,Yes
C2021,13.9,61,No,
C1553,50.7,32,Yes,Yes
C2519,22.1,38,Yes,No
C4408,68.4,40,No,Yes
C1280,29.2,38,No,No
C3775,33.1,29,No,No
C1508,,50,Yes,Yes
C4159,,35,No,No
C4777,10.5,37,No,Yes
C1149,,45,Yes,No
C0228,63.1,37,Yes,No
C4810,58.0,38,No,No
C3314,12.4,35,Yes,No
C1327,37.4,47,Yes,No
C1850,65.0,40,Yes,Yes
C0016,77.7,33,Yes,No
C0785,13.1,35,No,Yes
C0039,,27,No,No
C2363,3.6,39,Yes,Yes
C3677,,43,Yes,No
C0311,83.5,38,Yes,No
C2536,10.3,49,No,Yes
C0037,45.2,49,No,No
C1618,29.6,42,Yes,No
C3494,24.1,51,Yes,Yes
C0569,44.0,46,Yes,No
C5300,26.5,42,No,
C1942,39.4,40,No,No
C5163,33.2,46,Yes,No
C4684,,38,Yes,No
C3405,700.2,37,Yes,No
C2963,115.4,37,No,
C2938,47.5,38,No,
C1192,1.9,37,No,Yes
C2207,27.0,48,Yes,
C3727,10.2,41,Yes,No
C1521,58.2,29,Yes,
C1072,7.1,43,Yes,Yes
C3807,43.6,41,Yes,No
C2014,26.7,36,No,No
C4000,,41,No,No
C2513,,37,No,No
C0007,46.8,39,Yes,Yes
C0953,51.2,47,No,Yes
C4780,77.0,35,No,Yes
C2229,65.6,40,No,No
C4485,61.8,45,Yes,Yes
C1336,11.2,44,Yes,No
C1289,77.2,44,Yes,Yes
C2720,30.1,35,No,Yes
C5109,22.1,40,No,Yes
C0521,58.5,53,No,No
C1588,61.5,43,Yes,
C1771,22.3,48,No,No
C2702,599.6,39,Yes,No
C2458,20.7,49,Yes,No
C1769,49.1,35,Yes,No
C3607,68.7,42,No,Yes
C4738,22.9,45,Yes,No
C4832,34.9,29,No,No
C4313,50.4,42,Yes,No
C4934,86.0,33,Yes,No
C1709,17.4,45,Yes,No
C2797,,29,No,No
C0412,648.5,46,Yes,
C2958,,42,Yes,No
C1835,74.5,39,No,No
C1359,51.6,49,Yes,No
C0757,34.0,46,Yes,
C1473,54.5,33,No,Yes
C3419,22.6,35,Yes,Yes
C0415,37.2,40,No,No
C1833,32.6,48,No,No
C2385,,35,Yes,Yes
C0317,63.9,37,No,No
C2467,23.6,43,Yes,No
C3746,,40,Yes,No
C4865,125.0,43,Yes,No
C0484,14.0,40,No,No
C4224,28.5,40,Yes,Yes
C2590,59.9,36,No,Yes
C4478,91.4,50,No,Yes
C0573,7.6,45,No,No
C0259,19.6,39,No,Yes
C2787,11.4,43,Yes,No
C0954,22.1,43,Yes,No
C0242,19.4,42,No,Yes
C0399,58.7,51,No,No
C2830,31.6,35,Yes,No
C4428,67.6,36,No,No
C1056,26.3,39,No,Yes
C4839,30.3,36,Yes,No
C2600,25.0,29,Yes,No
C0517,21.0,44,Yes,No
C5459,39.2,38,No,Yes
C3234,41.9,44,No,Yes
C1919,41.1,49,Yes,No
C4094,8.1,35,No,
C2397,74.2,51,No,No
C1266,10.2,49,Yes,No
C1752,19.0,37,No,No
C1090,19.3,56,No,No
C1667,86.1,39,No,No
C3310,16.4,32,Yes,No
C1542,,43,Yes,No
C2724,54.1,31,No,No
C4663,49.9,42,No,No
C4288,30.6,39,No,No
C1789,95.5,45,Yes,No
C0694,39.2,39,Yes,Yes
C4123,68.2,30,Yes,No
C2543,7.9,48,No,No
C0233,8.6,29,Yes,No
C5400,23.3,49,No,No
C3911,33.5,52,Yes,No
C4096,10.0,42,Yes,Yes
C4998,18.3,37,No,Yes
C2583,40.1,48,Yes,No
C4636,136.7,44,No,No
C0408,36.9,54,No,No
C2371,40.2,46,No,Yes
C3905,720.7,39,No,No
C4273,15.5,37,Yes,Yes
C0981,,36,No,No
C2282,71.6,40,Yes,No
C3534,14.4,35,No,
C5059,50.4,36,Yes,Yes
C4125,72.9,43,Yes,Yes
C4015,48.5,37,Yes,No
C4248,31.3,34,Yes,
C4516,85.4,36,Yes,No
C4392,,40,No,Yes
C4334,23.0,43,No,Yes
C4960,25.2,43,No,No
C4207,4.6,36,No,No
C1687,6.9,44,Yes,No
C0347,17.9,34,No,No
C0789,25.7,25,Yes,No
C2815,,40,Yes,No
C1123,45.1,37,Yes,Yes
C1717,53.5,44,No,No
C4692,68.2,36,No,No
C3620,,24,Yes,No
C4972,15.9,44,No,Yes
C1847,9.3,52,Yes,No
C0305,29.8,29,Yes,No
C3064,30.4,43,Yes,Yes
C2444,5.1,35,No,Yes
C2977,45.9,34,Yes,Yes
C0337,813.8,49,Yes,Yes
C0458,44.0,45,Yes,Yes
C1477,,44,No,No
C1375,43.9,42,Yes,Yes
C0844,9.3,37,No,
C4547,21.2,39,Yes,No
C3960,135.3,33,No,Yes
C2807,34.3,44,Yes,Yes
C1627,9.0,33,Yes,Yes
C1944,,45,Yes,Yes
C3914,40.7,41,No,Yes
C0613,41.4,46,Yes,Yes
C1200,65.2,33,Yes,No
C4018,21.3,47,No,No
C5404,12.4,37,Yes,Yes
C4298,82.0,36,Yes,No
C4668,12.6,47,Yes,No
C2310,48.9,53,No,Yes
C0123,80.8,50,No,Yes
C2527,15.2,43,No,Yes
C2266,,39,No,No
C4881,50.3,27,Yes,No
C1838,7.5,41,No,Yes
C4947,29.5,34,Yes,Yes
C4441,36.7,43,Yes,No
C3768,25.8,36,No,No
C3385,,54,No,No
C0348,26.8,42,No,No
C5446,667.4,37,No,No
C0686,74.0,57,No,No
C1460,857.0,44,Yes,No
C3368,65.6,55,No,No
C2564,3.7,39,No,Yes
C1594,947.9,42,No,Yes
C1808,25.3,41,No,No
C3528,,41,No,Yes
C5139,4.4,40,Yes,Yes
C5461,12.5,56,No,No
C2795,58.8,39,Yes,Yes
C3406,29.7,29,No,No
C4371,67.3,34,Yes,No
C2231,27.8,37,Yes,No
C3210,566.1,41,Yes,Yes
C2538,12.9,32,No,No
C2351,67.6,32,No,No
C2911,18.3,38,No,No
C2734,13.4,39,No,Yes
C2617,679.4,39,Yes,No
C2707,13.3,41,No,Yes
C1642,18.6,42,Yes,No
C1913,93.3,43,No,No
C2092,64.1,49,No,Yes
C4634,,49,No,Yes
C2671,34.8,60,No,Yes
C5113,,37,Yes,No
C0702,52.7,46,No,Yes
C1961,18.8,39,No,No
C5444,27.2,42,No,No
C4022,14.7,33,No,
C2374,46.6,42,No,No
C0330,9.7,54,Yes,Yes
C3429,43.1,40,No,No
C0106,,50,Yes,No
C0248,16.4,29,Yes,No
C4023,21.9,50,Yes,No
C3521,29.4,35,No,
C0246,66.3,35,Yes,Yes
C4994,,43,No,No
C1497,66.3,35,Yes,No
C1071,48.3,50,No,
C4914,88.2,43,No,No
C3635,63.6,31,Yes,No
C0993,71.8,39,Yes,Yes
C2476,13.4,30,Yes,Yes
C3671,61.4,39,No,No
C5255,6.2,34,No,
C3230,27.5,41,No,Yes
C2259,47.2,51,No,No
C1852,39.5,40,No,Yes
C3443,48.1,42,No,No
C1299,37.0,41,No,No
C3823,,44,No,No
C1360,3.1,44,Yes,No
C2800,63.9,42,Yes,No
C1994,32.0,34,Yes,No
C1263,89.4,45,No,Yes
C3993,16.4,44,No,No
C1861,53.0,33,Yes,No
C2549,12.6,42,No,Yes
C2906,,36,No,No
C3568,37.6,47,No,No
C1273,14.8,42,Yes,No
C2210,11.4,38,Yes,No
C2838,26.6,36,Yes,No
C3599,23.5,34,No,Yes
C1296,38.9,32,No,No
C2221,10.3,36,No,No
C0787,16.5,47,Yes,No
C3695,49.1,27,No,Yes
C4518,74.3,40,No,No
C4089,,35,No,No
C3203,29.8,41,No,Yes
C3348,16.2,47,No,Yes
C2343,74.1,46,Yes,No
C5329,45.7,30,No,No
C0185,14.2,34,Yes,Yes
C3821,16.6,37,No,No
C4291,2.9,49,No,No
C4111,82.5,41,No,Yes
C5195,,26,No,Yes
C2051,0.9,41,No,Yes
C4939,51.0,39,No,No
C4860,,28,Yes,
C1993,20.6,38,No,No
C3554,8.9,30,Yes,No
C5209,,50,No,Yes
C3584,48.5,27,Yes,No
C0150,10.6,47,Yes,Yes
C5151,65.8,42,Yes,No
C1162,83.5,39,No,No
C1178,48.2,46,No,No
C0205,,29,No,No
C3282,21.3,52,No,Yes
C4433,,53,No,Yes
C1706,146.7,45,Yes,No
C3208,,41,Yes,No
C3893,68.1,43,No,Yes
C3183,26.2,46,Yes,No
C0381,37.3,33,No,No
C3900,48.0,43,No,Yes
C2584,29.2,39,Yes,Yes
C2174,21.3,40,Yes,No
C3576,20.2,41,No,No
C1486,35.5,43,Yes,No
C5440,13.8,42,Yes,No
C1409,23.6,54,Yes,No
C0836,25.3,36,Yes,No
C3152,57.7,50,Yes,No
C3643,39.5,40,Yes,
C0113,14.6,38,No,No
C4107,32.9,36,No,No
C1394,,48,No,Yes
C2596,14.4,38,No,No
C2119,22.4,45,Yes,Yes
C5276,47.1,49,Yes,
C5156,38.4,39,No,No
C1468,43.9,45,No,No
C1300,26.8,26,No,Yes
C2613,93.6,38,No,No
C1926,54.7,47,No,No
C1356,41.3,39,No,
C2438,64.6,32,Yes,Yes
C3642,55.1,35,No,No
C3252,12.3,44,No,Yes
C3769,39.3,51,No,No
C0924,44.4,39,Yes,No
C0134,33.2,48,Yes,Yes
C4675,16.0,48,Yes,No
C2525,47.5,40,No,No
C5126,9.1,30,No,Yes
C1114,11.4,36,Yes,No
C2070,39.4,47,No,Yes
C4524,23.3,36,Yes,Yes
C5223,25.6,34,No,No
C3869,398.5,34,Yes,Yes
C0748,11.7,41,No,Yes
C4508,831.0,27,Yes,Yes
C0096,14.7,38,Yes,Yes
C3391,14.4,42,No,No
C0476,46.8,39,No,Yes
C2952,4.8,46,No,No
C4801,53.5,39,No,
C4418,32.9,45,Yes,No
C4772,55.3,40,No,No
C1274,43.2,45,No,Yes
C4494,84.7,39,Yes,No
C5334,71.7,52,No,Yes
C5324,27.7,40,Yes,No
C2642,17.4,34,No,Yes
C0244,12.3,44,Yes,No
C4842,27.5,41,Yes,No
C4228,54.9,24,Yes,No
C5023,32.3,39,No,Yes
C2125,22.0,51,No,Yes
C5198,34.9,28,Yes,Yes
C0397,27.0,37,No,
C0875,68.2,35,Yes,No
C3702,38.4,56,No,No
C0129,55.1,45,No,Yes
C1918,18.1,34,Yes,Yes
C3037,29.5,48,Yes,Yes
C3912,29.7,40,No,Yes
C1677,17.5,34,No,No
C5398,56.3,41,No,No
C3654,,41,Yes,No
C3766,12.4,35,No,Yes
C4571,,46,Yes,No
C4707,32.9,34,No,Yes
C1009,10.6,58,Yes,Yes
C5048,125.7,50,No,Yes
C1764,,47,Yes,Yes
C3008,49.3,45,Yes,No
C2860,39.9,42,No,Yes
C4712,22.7,34,Yes,No
C4729,20.7,26,No,Yes
C0683,15.5,38,No,No
C2118,13.8,37,No,No
C0118,58.3,49,No,No
C0822,25.9,43,Yes,Yes
C1211,91.1,38,No,No
C0107,28.4,51,Yes,No
C1892,46.3,53,Yes,No
C4367,55.7,34,No,No
C3100,18.8,38,No,No
C0692,38.7,39,No,No
C2314,,47,No,No
C4730,32.2,36,Yes,No
C3622,8.9,42,No,Yes
C1081,7.3,40,No,No
C4650,,48,No,No
C1103,45.8,38,Yes,No
C4629,67.8,42,Yes,
C2836,17.4,52,No,No
C4791,464.4,37,Yes,Yes
C3767,52.5,45,No,No
C1740,9.9,43,Yes,Yes
C1601,160.6,37,Yes,Yes
C0184,12.7,46,No,No
C0992,33.0,44,No,No
C0427,26.4,33,No,Yes
C2315,44.4,50,Yes,No
C4071,12.6,49,No,Yes
C3317,85.0,49,Yes,No
C4728,35.7,37,Yes,No
C0846,40.6,41,No,Yes
C3105,61.7,46,Yes,Yes
C0260,18.7,42,No,No
C0635,12.9,34,Yes,No
C0730,12.2,39,Yes,Yes
C0980,42.5,40,Yes,No
C3988,48.8,34,Yes,No
C1246,83.7,40,No,Yes
C0358,36.3,26,No,Yes
C3618,8.8,40,No,Yes
C4503,4.8,48,No,No
C3827,27.9,39,Yes,No
C1457,62.9,44,Yes,No
C0068,27.0,40,No,No
C1154,106.9,31,Yes,No
C1291,32.9,49,No,No
C5299,20.2,37,No,No
C4004,54.2,40,No,Yes
C2575,62.7,32,No,Yes
C0471,40.6,41,No,Yes
C4204,26.7,34,Yes,Yes
C5201,55.9,32,No,No
C3371,8.1,35,No,Yes
C2391,14.1,35,No,Yes
C3561,91.8,41,No,No
C0545,13.1,41,Yes,No
C1715,73.5,46,Yes,No
C2186,80.4,48,No,No
C3529,13.5,39,No,No
C3902,38.3,47,Yes,
C1785,29.2,42,Yes,Yes
C0693,18.9,30,No,No
C4148,24.3,34,Yes,No
C4060,28.5,31,Yes,No
C0634,16.9,38,Yes,
C3579,18.9,35,No,No
C2634,31.1,44,No,Yes
C3119,23.8,34,No,Yes
C0931,63.5,43,No,No
C0138,110.9,39,No,No
C3915,12.2,36,No,No
C2623,672.0,43,Yes,No
C5078,55.3,48,Yes,No
C2684,19.1,38,Yes,No
C3950,15.8,42,No,No
C1900,17.1,52,Yes,No
C2439,12.8,37,Yes,No
C5277,22.6,37,No,No
C5245,27.1,39,No,No
C0492,60.1,41,Yes,No
C0956,31.5,33,No,Yes
C3913,17.2,35,Yes,Yes
C2425,105.2,51,Yes,Yes
C2450,10.5,35,No,No
C1640,43.7,40,No,Yes
C5024,14.4,42,Yes,No
C2004,19.0,40,Yes,No
C2862,51.6,42,Yes,
C1298,41.1,48,No,No
C5076,,41,No,No
C3881,346.4,29,No,No
C0424,34.5,38,Yes,No
C0368,8.0,37,No,Yes
C1986,74.5,41,Yes,No
C2496,32.7,39,Yes,Yes
C3668,37.5,46,No,Yes
C1355,84.7,38,No,Yes
C2864,73.2,34,No,No
C3179,31.2,28,Yes,Yes
C3731,39.9,40,Yes,No
C4698,,40,No,Yes
C2471,54.6,38,Yes,No
C2886,39.3,32,No,No
C0524,19.8,37,No,No
C2873,8.6,38,Yes,Yes
C1387,54.0,32,Yes,No
C1025,53.3,51,No,No
C2840,71.6,54,No,No
C3261,13.4,39,Yes,No
C1745,55.8,30,No,No
C3414,17.9,39,No,No
C2965,40.6,32,No,No
C2133,51.0,43,Yes,No
C1032,36.1,36,No,No
C5081,898.5,38,Yes,Yes
C4586,36.2,41,No,No
C3963,63.0,39,Yes,Yes
C4654,,37,No,No
C1376,80.9,32,Yes,No
C1311,,44,Yes,No
C0044,29.7,33,Yes,No
C3497,,43,No,No
C1970,18.0,42,Yes,No
C4671,,39,No,No
C1975,,54,No,No
C1312,12.7,36,No,No
C4370,41.6,39,No,
C2376,12.7,36,No,No
C4766,,58,No,Yes
C2356,556.8,34,Yes,Yes
C3782,52.3,45,No,No
C2104,12.3,37,No,No
C2095,32.3,40,No,No
C1351,,43,Yes,Yes
C2041,66.6,41,Yes,Yes
C4025,36.9,43,Yes,No
C3362,57.9,41,Yes,No
C1013,,35,Yes,No
C0929,738.8,37,No,No
C0227,55.9,39,Yes,No
C0072,24.6,35,Yes,No
