customerID,NbContacts,LastContactDays,SatisfactionScore,FeedbackText
C4812,0.0,38,4.0,Support agent was kind adn solved my iissue quickly Got a minor outage last week
C3659,2.0,87,3.0,"Outages eveery week, unacceptable service"
C2734,2.0,62,,"Support agent was kind and solved my issue quickly Honestly, price is a bit high compared to others thank you.!!!"
C2815,2.0,59,4.0,"No issues lately, satisfied customer The new router works well, stable connection Installation took longer than expected"
C1236,4.0,113,3.0,Sometimes the speed drops at night Thannk you.
C2560,2.0,121,3.0,Latency and disconnects make it impossible to work!
C4907,0.0,75,3.0,"Hlepful chat support, fast resolution"
C4103,4.0,26,2.0,SOMEIMES THE SPEED DROPS AT NIGHT OCCASIONAL HICCUPS BUT NOTHING TOO BAD!!
C1427,2.0,69,2.0,"Good service overall, nothing maor to complain about Thank you."
C5255,3.0,155,2.0,"Honestly, email support replies after somme days Great service and fair price Good service overall, nothing major to complain abuot Everything works fien for our family Happy with the internet speed and support"
C0426,3.0,150,2.0,Price is a bit high compared to others Happy with the internet speed annd support
C1111,0.0,33,4.0,"Phone line is fine, internet varies Eveything works fine for our family!!!"
C3753,2.0,93,5.0,Service is okay but could be better!!
C2045,3.0,162,4.0,Service is okay but could be ebtter
C2711,1.0,176,4.0,Good value or the money Sometimes the speed drops at night
C1512,2.0,47,3.0,"Installation took longer than expected It works, not amazing, not terrible"
C3822,4.0,39,4.0,Good value for the money Thakn you.
C1088,1.0,59,1.0,Great service and faair price
C4628,3.0,22,2.0,I have opened several tickets and nothing was fixed Thank you. Latency and disconnects make it impossible to work
C5025,3.0,58,3.0,"Helpful chaat support, fast resolution"
C2914,0.0,2,2.0,Billing is clear and correct each month TThank youu. Everything works fine for or family Billing is clear and correct each month Price is a bit high compared to others!!!
C5271,2.0,58,4.0,Installation took longer than expecteed
C3991,2.0,15,2.0,"TOO EXPENSIVE FOR POOR QUALITY, THINKING TO CANCEL THANK YOU. TOO EXPENSIVE FOOR POOR QUALITY, THINKING TO CANCEL"
C3232,3.0,35,3.0,Geat service and fair price
C0009,2.0,179,5.0,Average experience so far Billing is clear and ocrrect each month
C4249,0.0,7,3.0,"The new routre works well, stable connection Got a minor outage last week Sometimes the speed drops at night"
C3954,3.0,81,4.0,"Billing is cllear and correct each month The new router works well, stable connection"
C0609,5.0,154,3.0,"Outages every week, unacceptable service It works, not amazing, ont terrible"
C4333,1.0,13,4.0,"Honestly, installation took longer than expecteed"
C2687,4.0,9,2.0,Good valuue for the money
C0601,4.0,135,2.0,"Helpful chhat support, fast resolution Good service overall, nothing major to complain about"
C1312,2.0,67,3.0,Price is a bit hgih compared to others
C0606,4.0,129,2.0,"Honestly, the new router works well, sstable connection"
C1600,2.0,114,4.0,"Everything works fine for our family Phone line is fine, internet varies"
C1830,3.0,174,1.0,Eail support replies after some days!!
C2955,4.0,27,4.0,"Everything works fine for our family It works, not amazing, not terrible Honestly, great service and fair price"
C3264,1.0,8,5.0,Average expeience so far
C3218,1.0,34,5.0,Installation otok longer than expected Support agent was kind and solved my issue quickly
C1960,3.0,19,4.0,"The new router works well, stable connection Honestly, blling is clear and correct each month"
C4280,1.0,114,2.0,Latency nd disconnects make it impossible to work Price is a bit high compared to others
C0276,1.0,60,5.0,Everything works fine for our family Service is okay but could be better Thank you. SService is okay but could be better Occasional hiccups but nothing too bad
C0464,0.0,45,4.0,"Hlpful chat support, fast resolution"
C2367,1.0,25,5.0,"NO ISSUES LATELY, SATISFIED CUSTOMER HONESTLY, GOT A MINOR OUTAGE LAST WEEK EMAIL SUPPORT REPLIES AFTER SOME DAYS"
C1751,3.0,116,3.0,Price is a bit high compared to others Got a minor outage lat week
C4744,3.0,101,4.0,"Helpful chaat support, fast resolution!"
C1141,0.0,104,2.0,"Support agent was kind and solved my issue quickly Honestly, billing is clear aand correct each montth"
C0593,,97,3.0,"Phone lne is fine, internet varies"
C0371,,93,4.0,"No issues lately, satisfied customer Honestly, greeat service and ffair price No isues lately, satisfied customer Occasional hiccups but nothing too bad Average experience so far"
C1324,2.0,61,1.0,"Honestly, email support replies fter some days"
C0523,0.0,174,1.0,"Too expensive for poor quality, thiking to cancel!!"
C4283,3.0,59,5.0,I have opened several tickets and nothing was ifxed
C3144,5.0,65,3.0,"Great service and fair prce The new router works well, stable connection Thank you. Everything works fine foor oru family"
C1578,1.0,21,2.0,Price is a bit high compared to others Average experience so far Average experience so far
C1445,1.0,22,3.0,Billing is clear aand correct each month!
C1308,3.0,61,1.0,Email support replies after some days Sometimes the speed drops at nnight
C2025,4.0,114,2.0,Price is a bit hhigh compared to others Happy with the internet speed and support
C4254,4.0,11,1.0,Installation ook longer than expected Thank you.!
C1972,1.0,11,1.0,"BILLING IS CLEAR AND CORRECT EACH MOTNH OCCASIONAL HICCUPS BUT NOTHING TOO BAD HONESTLY, AVERAGE EXPERIENCE SO FAR PHONE LINE IS FINE, INTERNET VARIES"
C5319,1.0,4,3.0,Average experience so far Billing is clear and correct each month!
C4579,1.0,111,3.0,Everything works fine for our family upport agent was kind and solved my issue quickly!!
C2465,2.0,51,1.0,"Phone line is fine, internet varies Honestly, it works, not amazing, not terrible"
C3251,2.0,53,2.0,"Honestly, great service and fair pricce"
C2608,0.0,149,4.0,"Phone line is fine, internet varies Outages every week, unacceptable service"
C1366,4.0,168,,Latency and disconnects make it impossible to work Internet is slow and unstable almost every evening
C0567,3.0,109,2.0,Internet is slow and unstable almost everry evening
C3286,1.0,157,3.0,"Helpful chat support, fast resolution Thank ou."
C5460,3.0,71,2.0,"Phone line is fine, internet vaies Billing is clear and correct each month"
C2679,1.0,168,5.0,"Too expensive for poor quality, thining to cancel Service is okay buut could be better Internet is slow and unstable almost every evening"
C3775,2.0,63,,"Honestly, sometimes the speeed drops at night Everything works fine for ur family Helpful chat support, fast resolution Occasional hiccups but nothing tooo bad Good service overall, nothing major to complain about"
C4609,3.0,101,3.0,Price is a bit high compared to others Support agent was kind and solved my ssue quickly Installation took longer tthan expeted Great service and fair prce
C1570,0.0,12,,"Honetly, good service overall, nothing major to complain about"
C1715,2.0,95,3.0,"Honestly, happpy with the internet speed and support No issues lately, satisfied customer Thank you. Honestly, happy with the internet speed and support thank you. Support agent was kind and solved my issue quickly Happy with the internet speed and support"
C2251,1.0,97,4.0,Support agent as kind and solved my issue quickly
C4852,2.0,116,3.0,"Billing errors keep happening, I am really tired of his"
C4547,1.0,15,2.0,"Helpfful chat support, fast resolution Helpful chat support, fast resolution Got a minnor outage last week"
C2187,3.0,144,3.0,"Great serrvice and fair price Thank you. It works, not amazing, not terrible Occasional hiccuups but nothing too bda"
C2018,1.0,61,1.0,EMAIL SUPPORT REPLIES AFTER SOME DAYS
C2182,2.0,21,2.0,"Sevrice is okay but could be better Phone line is fine, internet varies"
C2197,3.0,168,3.0,Evreything works fine for our family
C4794,4.0,114,,"No issues lately, satisfied customer!!"
C4305,3.0,23,1.0,"Billing errrors keep happening, I am really tired of this"
C4339,1.0,162,3.0,"HONESTLY, IT WORKS, NOT AMAZING, NOT TERRIBLE EVERYTHING WORKS FINE FOR OUR FAMILY"
C4075,,97,5.0,"Very bad support, no one answers my calls Outages every week, unacceptable service Thannk you. They overcharged me twice and ignored my emails Too expensive for por quality, thinking to cancel Thank you."
C2380,3.0,48,2.0,OCCASIONAL HICCUPS BUT NOTHING TOO BAD!!!
C4004,3.0,126,2.0,"Honestly, terrible experience, worst provider i used Very bad support, no one answers my calls Thank you. Service is okay but could be better"
C1728,4.0,114,4.0,Price is a bit high compared to others Email support replies after some days Everything works fine for our family
C4304,1.0,66,4.0,Service is okay but could be better Price is a bbit high compared to others I have opened several tickets and nothing was fixed
C3928,3.0,35,2.0,Ocasional hiccups but nothing too bad Thank you.
C3181,2.0,179,4.0,"It works, not amazing, not terribel Thank you."
C3912,3.0,138,3.0,Latency and disconnects maake it impossible to work
C5464,4.0,77,3.0,"Billing errors keep happening, I am really tired of this Speed never matches what was promised in the contract Too expensive for poor quality, thinking to cancel"
C3065,2.0,54,1.0,Good value for the money Service is okay but could be better
C4331,4.0,65,3.0,"Honestly, good esrvice overall, nothing major to complain about Helpful chat support, fast resolution"
C2880,1.0,180,3.0,I have opened several tickets annd nothing was fixed
C5303,1.0,155,1.0,"The new router works well, stalbe connection"
C0964,1.0,77,1.0,"Honestly, gto a minor outage last week Phone line is fine, internet varies Thank you."
C1482,2.0,163,3.0,"Phone line is fine, internet varies Price is a bit high compared to others Great srevice and fair price"
C4155,1.0,165,1.0,They overcharged me twice and ignoored my emails
C0833,1.0,40,5.0,"Good service overall, nothing major to complain about Good value for thhe money"
C4552,2.0,44,4.0,"Great esrvice and fair price Good service overall, nothing major to complain about Thank you."
C0071,0.0,118,5.0,IInternet is slow and unstable almost every evening
C4297,1.0,17,2.0,"Honestly, they overcharged me tiwce and ignored my emails Email support replies fter some days Outages every week, unacceptable service"
C2288,2.0,121,,Iternet is slow and unstable almost every evening
C1942,3.0,53,2.0,Great service and fair price Service is okay but could be better
C0548,3.0,169,4.0,"The new router works well, stable connection Thank you. Price is a bit high coompared to others"
C3773,3.0,171,2.0,"Got a minor outage last week Helpful chat support, fast resolution TThank you. Supprot agent ws kind and solved my issue quickly"
C3998,0.0,35,1.0,Installation took longer than expected Thank you.
C0245,3.0,93,3.0,"Good service overall, nothing mjaor to complain aabout Email support replies after some days"
C3733,,24,,"Helpful chat support, fats resolution Great service and fair price!!"
C1431,2.0,167,3.0,"Good service overall, nothing major to complain about Thank you. Good service overall, nothing major to complain abuot"
C1479,4.0,99,4.0,"NO IISSUES LATELY, SATISFIED CUSTOMER HONESTLY, GOOD SRVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOUT"
C3477,2.0,152,5.0,OCCASIONAL HICCUPS BUT NOTHING OO BAD BILLING IS CLEAR AND CORRECT EAH MONTH
C3479,5.0,148,3.0,Average experience so faar
C5042,4.0,85,3.0,"Honesstly, internet is slow and unstable almost every evening"
C3190,0.0,77,2.0,"Honestly, the new router works well, stable connection thank you."
C3355,,156,5.0,"Installation took longger than expected Good service overall, nothing major to complain abotu"
C4054,,169,2.0,"Honestly, service is okay bbut could be better Phone line is fine, internet varies"
C4742,1.0,72,1.0,"Helpful chat support, fast resolution No issues lately, satisfied customer"
C1886,2.0,84,4.0,"Helpful chat support, fast resolution EEmail support replies after some dys The new router works well, stbale connection"
C4952,,138,,"Sometimes the speed drops at night Support agent was kind adn solved my issue quicckly Honestly, price is a bit high compared to others"
C5440,3.0,14,4.0,"HELPFUL CHAT SUPPORT, FFAST RESOLUTION"
C3496,2.0,120,4.0,"Honestly, service is okay but could be better"
C2259,3.0,16,4.0,Hapy with the internet speed and support
C3815,5.0,23,5.0,Price is a bit high compared to others Support agent was kind annd solved my issue quickly!!
C3740,0.0,69,1.0,"The new router wrks well, stable connection"
C1725,1.0,5,4.0,Email support replies after some days Occasional hiccups but nothing too bad Average experience so far
C5291,2.0,5,2.0,Billing is cear and correct each month Got a minor outage last week Good value for the money Everything works fine for our famly
C0864,0.0,24,3.0,Sometimes the speed drops at nighht
C3391,,147,5.0,"Average experience so far The new router works well, stable connection Honestly, rgeat service and fair price"
C3997,1.0,90,4.0,"HONESTLY, VERY BAD SUPPORT, NO ONE ANSWERS MY CALLS I HAVE OPENED SEVERAL TICKETS AND NOTHING WAS FIXED"
C4041,3.0,18,2.0,"BILLING IS CLEAR AND CORRECT EACH MONTH BILLING IS CLEAR AND CORRECT EACCH MONTH GOOD SERVICE OVERALL, NOHTING MAJOR TO COMPLAIN ABOUT!"
C3060,1.0,34,3.0,EMAIL SUPPORT REPLLIES AFTER SOME DAYS
C0565,,36,2.0,"Billing is clear and correct each month Good service voerall, nothing major to complain about Support agent wwas kind and solved my issue quickly!!!"
C0481,5.0,178,2.0,Sometimes the speed drops at niht Happy with te internet speed and support
C2850,0.0,139,3.0,"Average experience so far Billing errors keep happening, I am really tired of this!!"
C2884,5.0,156,3.0,"IT WORKS, NOT AMAZING, NOT TERRIBLE"
C0587,4.0,119,3.0,"Honestly, great sevice and fair price"
C4958,2.0,90,2.0,"Very bad support, no one answers my caalls Internet is slow and unstable alomst every evening"
C3003,1.0,105,4.0,Average experience so far Occasional hiccups but nothing too bd Installation took longer than expected
C0108,2.0,44,4.0,"The new router woorks well, stable connection Happy with the internet speed and support"
C2852,1.0,156,3.0,"GOD SERVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOUT THANK YOU."
C1740,2.0,99,3.0,"EEmail support replies after some days Heplful chat support, fast resolution"
C1523,3.0,97,2.0,"Installation took longer than expected Phone line is fine, internet varies Phne line is fine, internet varies"
C0222,3.0,52,5.0,"Honestly, email support replies after some dys"
C2873,1.0,157,3.0,"Honestly, terrible experieence, worst provider i used!!!"
C0435,2.0,172,4.0,"No issues lateyl, satisfied customer"
C2715,1.0,87,2.0,Latency and disconnects makke it impossible to work Thank you. Got a minor outage last week!!!
C2383,4.0,104,4.0,"HELPFUL CHAT SUPPORT, FAAST RESOLUTION!!!"
C0303,2.0,120,1.0,Great service and fair price Billing is clear and corrcet each month!!
C1954,4.0,41,2.0,"It works, not amazingg, not terrible"
C3431,1.0,42,2.0,"The new router woks well, stable connection"
C2433,4.0,14,,"Outages every week, unacceptable service Billing errors keep happening, I am really tird of this"
C3566,2.0,158,5.0,"Very bad support, no one answers my cals"
C0648,5.0,33,3.0,HAPPY WITH THE INTERNET SPED AND SUPPORT
C0124,4.0,16,,"Billing is clear and correct each month The new router works well, stable connection No issues lately, satisfied customer"
C0602,2.0,1,2.0,"Billing errors keep happening, I am rreally tired of this Thank you.!!!"
C4910,2.0,95,4.0,"Installation took longre than expected Good service overall, nothing major to complain about Thank you. Price is a bit high compared to others Billnig is clear ad correct each month Thank you."
C4548,5.0,119,4.0,"The new router works well, stable connection Email support replies after some dyas"
C0324,0.0,172,4.0,"Honestly, good service overall, nohing major to complain about Everything orks fine for our family Helpful chat support, fast resolution No issues lately, satisfied customer"
C1004,2.0,58,3.0,"HONESTLY, SUPPORT AGENT WAS KND AND SOLVED MY ISSUE QUICKLY THANK YOU."
C0316,2.0,37,2.0,HAPPY WITH THE INTERNET SSPEED AND SUPPORT THANK YOU. AVERAGE EXPERIENCE SO FAR THANK YOU.
C0052,0.0,55,3.0,"Average experience so far ot a minor outage last week Phone line is fine, internet varies The new router works well, stable connection"
C2332,3.0,117,4.0,"Phone line is ifne, internet varies"
C3405,4.0,13,3.0,"Terrible experience, worst provdier I used Thank you.!!"
C5031,2.0,102,1.0,"Good service overall, nothing majro to complain about"
C1706,1.0,31,3.0,"Good service overall, nothing major to complain abouut"
C4221,2.0,8,2.0,"Email support erplies after some days Email support replies after some days No issues lately, satisfied customer Thank you. Good value for the money Thank you. Sometimes the speed drops at night"
C4950,6.0,128,2.0,Happy with the internet speed and support Occasional hiccups but nothing too bad
C0748,1.0,151,5.0,Email support replies after some days Everything works fine for our family
C1925,3.0,21,5.0,"The new rouer works well, stable connection Thank you. Installation took loner than expected"
C3046,0.0,78,1.0,"SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY GOOOD SERVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOUT!!"
C5083,1.0,131,4.0,Sometimes the speed drops at niht Everything works fine for our family
C4711,3.0,152,4.0,Internet is slow nd unstable almost every evening
C2161,4.0,36,2.0,HAPPY WTH THE INTERNET SPEED AND SUPPORT
C2862,2.0,7,3.0,"AVERAGE EXPERIENCE SO FAR OUTAGES EVERY WEEK, UNACCEPTABLE SERVICE OUTAGES EVERY WEEK, UNACCEPTALBE SERVICE I HAVE OPENED SEVERAL TICKETS AND NOTHING WAS FIXED"
C1227,3.0,53,3.0,Happy with the internet speed and support Supporrt agent was kind and solved my issue quickly Thank you.
C1926,1.0,118,2.0,"The new router orks well, stable connection"
C1686,2.0,149,3.0,"Helpful chat support, ffast resolution Happy with the internet speed and support"
C4867,5.0,66,2.0,"HONESTLY, GOT A MINOR OUTAGE LAST WEEK AVERAGE EXPERIENCE SO FAR THAK YOU.!!!"
C1382,2.0,106,1.0,"GOOD SERVICE OVREALL, NOTHING MAJOR TO COMPLAIN ABOUT"
C1819,5.0,169,5.0,"PRICE IS A BIT HIGH COMPARED TO OTHERS THANK YOU. EVERYTHING WORKS FINE FOR OUR FAMILY HONESTLY, IT WORKS, NOT AMAZING, NOT TERRIBLE"
C5402,2.0,7,3.0,"SPEED NEVER MATCHES WHAT WAS PROMISED IN THE CONTRACT HONESTLY, I HAVE OPENED SEVERAAL TICKETS AND NOTHING WAS FIXED!"
C2642,4.0,135,1.0,Billing is clear and correct each month Thank you.!
C2848,4.0,151,4.0,"Honestly, billing errors keep happening, i am really tired of this thank you. Average experience so far Billing errors keep happening, I am really tired of thiis!"
C0055,3.0,106,2.0,Price is a bit ihgh compared to others
C4012,4.0,86,3.0,AVERAGE EXPERIENCE SO FAR EMAIL SUPPORT REPLIES AFTER SOME DAYS GOT A MINOR OUTAGE LAST WWEEK GOT A MINOR OUTAGE LAST WEEK!!
C0456,4.0,77,4.0,"Honestly, very bad support, no one anwers my calls Speed never matches what was promised in the contract"
C0639,1.0,69,2.0,"Happy with the internet speed nad support Thank you. Helpful chat support, fast resolution"
C0246,2.0,20,4.0,"Too expensive for poor quality, thinking to cancel Thank you."
C5236,3.0,49,2.0,SUPPORT AGENNT WAS KIND AND SOLVED MY ISSUE QUICKLY THANK YOU.
C2632,3.0,74,2.0,GOOOD VALUE FOR THE MONEY!!!
C5210,1.0,157,2.0,Everything works fine for our fmaily
C2475,2.0,9,1.0,"HONESTLY, I HAVE OPENED SEVERAL TICKETS AND NOTHING WAS FIXED"
C3077,3.0,74,4.0,Billing is clear and correct each month Happy with the internet speed and support!!
C0711,7.0,7,4.0,"HONESTLY, PHONE LINE IS FINE, INTERNET VARIES!"
C2062,1.0,4,3.0,Sometimes the speed drops at night Everything works fiine for our family Happy with the niternet speed and support
C0657,2.0,44,,"Pone line is fine, internet varies Support agent was kind and solved my issue uqickly Thank you. Sometimes the speed drops at night"
C0045,2.0,58,,"Honestly, sometimes the speed drpos at ight Everything works fine for our family!!"
C1624,,100,5.0,Price is a bit igh compared to others Someitmes the speed drops at night Got a inor outage last week
C3411,3.0,144,5.0,"TOO EXPENSIVE FOR POOR QUALITY, THINIKNG TO CANCEL"
C1736,4.0,19,3.0,"HONESTLY, AVERAGE EXPRIENCE SO FAR"
C2785,1.0,170,5.0,"Honestly, email support replies after some days Everythnig works fine for our family Billing is clear and correct each month nIstallation took longer than expected"
C3588,4.0,159,2.0,"Everything works fine for our family Honestly, no issues ltely, satisfied customer Everything works fine for our family"
C1861,0.0,50,5.0,Emaail support replies after some days
C2270,0.0,17,4.0,Sometimes the seped drops at night!!!
C5192,1.0,148,5.0,"Speed never matches what was promised in the contract Outagse every week, unacceptable service!!"
C3398,0.0,52,5.0,"Honestly, helpful chat support, fast resolution Good service overall, nothing major to complain about"
C4198,2.0,80,5.0,"Happy with the internet speed and support Honestly, everything works fine for our family"
C2344,4.0,67,2.0,mEail support replies after some days Thank you.!!!
C2056,1.0,78,3.0,"IT WORKS, NOT AMAZING, NOOT TERRIBLE NO ISSUES LATELY, SATISFIED CUSTOMER THANK YOU. BILLING IS CELAR AND CORRECT EACH MONTH!!"
C1254,0.0,78,2.0,Occasional hiccups but nothing too bad Thank yo.
C5426,0.0,53,3.0,"Honestly, price is a bit high compared to others!!!"
C0932,1.0,133,5.0,"Teerrible experience, worst provider I used"
C5327,4.0,114,,"Helpful chat support, faast resolution Phone line is fine, itnernet varies"
C0643,,84,2.0,"Sometimes the speeed drops at night Honestly, price is a bit high compared to others Happy with the internet speed and support Honestly, billing is clear and correct each month thank you.!"
C1114,,129,4.0,"Price is a bit high compared to others Phone lnie is fine, internet varies It works, not amazing, ont terrible Thank you."
C0377,2.0,123,3.0,"Good service overall, nothing major to complain about TThank you."
C2137,4.0,129,2.0,"Phone line is fien, internet varies Great srvice and fair price"
C3833,2.0,38,4.0,Support agent was kind and solved my issue quickly Thank yu. Service is okay but could be better hank you.
C0513,3.0,125,5.0,"Too expensive for poor quality, thinking to cancel Price is a bit high compared to oters Laency and disconnects make it impossible to work"
C3044,3.0,127,3.0,Great service and fair price Service is oay but could be better Billing is clear and correct each mnth Thank you. Average experience so far!!
C5182,5.0,76,,"OCCASIONAL HICCUPS BUT NOTHING TOO BAD HONESTLY, TERRIBLE EXPERIENCE, WORST PROVIDER I USED TAHNK YOU. OUTAGES EVERY WEEK, UNACCEPTABLE SERVICE"
C1641,3.0,26,1.0,"Service is okay but could be better Honestly, email support replies after some days!"
C2536,4.0,155,,PRICE IS A BIT HIGH COMPRAED TO OTHERS
C0230,4.0,133,1.0,Got a minor outage last week Thnak you.
C0897,,61,,"It works, not amazing, not terrible Sometimes the speed drops at night Good service overall, nothing major to complain about Thnk you."
C1607,,7,4.0,"HONESTLY, SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY"
C0753,3.0,22,3.0,Everything works fne for our famiy Billing is clear and correct each month!!
C3369,1.0,178,3.0,"Very bad support, no one nswers my calls Honestly, latency and disconnnects makke it impossible to work Sometimes the speed drops at night!"
C3056,0.0,142,4.0,"It works, not amazing, ot terrible Tank you. Average experience so far Thank you."
C2291,1.0,36,,Happy with the internet speed adn support
C2479,0.0,128,4.0,"Honestly, email support replies after some days Support aegnt was kind and solved my isse quickly"
C3448,2.0,92,2.0,"Billing is clear nd correct each month It works, not amazing, not terrible!"
C0317,1.0,168,,"No issues lately, satisfied customeer"
C3345,0.0,98,4.0,Service is okay bt could be better
C2837,2.0,16,2.0,Latnecy and disconnects make it impossible to work
C1919,1.0,133,,"Sometmes the speed drops at night Honestly, good value for the monney"
C1956,4.0,49,2.0,"Too expensive for poor qualiyt, thinking to cancel"
C1283,4.0,2,1.0,Average experience so far Price is a bit high compared to others Thank you.
C2674,1.0,25,3.0,They overcharged me twice and ignored my emails Price is a bit high compared to others I have opened several tickets and nothing was fixed Thank you. Latecny and disconnets make it impossible to work
C2630,4.0,78,3.0,Everything works fine for ouur family Thank you. verage experience so far Good value for the money
C1660,0.0,91,2.0,EVERYTHING WORKS INE FOR OUR FAMILY THANK YOU.
C3389,4.0,30,1.0,"Honestly, helpful chat support, fast resolution Price is a bit high compared to others"
C4194,5.0,59,2.0,"Helpful chat supoprt, fast resolution Thank you."
C0676,1.0,50,3.0,"HONESTLY, OCCASIONAL HICCUPS BBUT NOTHING TOO BAD THE NEW ROUTER WORKS WELL, STABLE CONNECTION EMAIL SUPPORT REPLIES AFETR SOME DAYS THANK YOU. SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY!"
C0224,2.0,147,4.0,Billing is clear and correct each monnth Service is okay but could be better
C3291,3.0,165,,"Terrible experience, worst provider I sed Speed never matches what was promised in the contract Thank you."
C1522,2.0,94,3.0,Everything works ffine for our family Thank you.
C2649,4.0,96,2.0,"Phone line is fine, intenet varies"
C1738,,126,3.0,"BILLING ERRORS KEEP HAPPENING, I AM RELALY TIRED OF THIS"
C4700,4.0,50,5.0,"Honestly, no issues lately, satisfied customer thank you. Honestly, happy with the internet speed and support!"
C1106,2.0,166,3.0,"Honestly, good value for the money!"
C0445,2.0,144,1.0,"Honestly, happy with the internet speeed and support"
C4589,3.0,115,3.0,"Terrible experience, wosrt provider I used Installation took longer than expected Thank you. Terrible experience, worst provider I used"
C4997,3.0,152,4.0,"No issues lately, satisfied customer Honestly, occasional hiccups bt nothing too bad thank you.!!!"
C1486,4.0,120,3.0,HAPPY WITH THE INTERNET SPEED AD SUPPORT
C5162,1.0,103,1.0,"Honstly, service is okay but could be better"
C4372,2.0,10,4.0,Got a minor ooutage last week!!
C3468,1.0,84,1.0,"Support agent was kind and solved my issue quickly Honestly, phone line is fine, internet varies!!"
C5048,4.0,30,5.0,Happy with the niternet speed and support
C0115,1.0,47,3.0,Got a minor outtage last week
C0982,3.0,68,3.0,"Sometimes the speed drops at night GGood service overall, nothing major to complain about"
C1156,3.0,24,4.0,"It owrks, not amazing, not terrible Thank you."
C4835,3.0,75,2.0,"Honestly, good valuue for the money"
C2219,4.0,150,2.0,Good value ofr the money!!
C0437,4.0,179,2.0,Happy with the internet speed and support Happy with the internet speed and support Good value for the money
C0268,2.0,25,4.0,"The new router wroks well, stable connection!"
C4695,2.0,126,5.0,"Honestly, happy with the internet speed and supprot Price is a bti high compared to others Thank you.!!!"
C4598,4.0,73,4.0,"PHONE LINE IS IFNE, INTERNET VARIES THANK YOU. GOT A MINOR OUTAGE LAST WEEK"
C3865,1.0,111,2.0,Speed neveer matches what was promised in the contract
C3099,2.0,161,4.0,Price is a bit high compared to thers!!
C1267,0.0,109,5.0,"No issues lately, satisfied customer Support agent was kind and solved my issue quickly Thakn you."
C0769,1.0,138,3.0,Suport agent was kind and solved my issue quickly
C4473,2.0,150,5.0,Installatino took longer than expected Installation took longer than expected!!!
C0827,3.0,87,5.0,"IT WORKS, NOT AMAZING, NOT TERRIBLLE"
C2615,3.0,80,3.0,"Service is okay but could be better Too expensive for poor quality, thinking to cancel Thank yu."
C0133,1.0,156,1.0,"Service is okay but could be better Honestly, internet is slow and unstable almost every evening Sppeed nevr matches what was promised in the conrtact"
C0985,4.0,76,4.0,Everything works fine for our family!!
C1103,6.0,121,3.0,"TERRIBLE EXPERIENCE, WORST PROVIDER I USED THANK YUO."
C4192,,115,3.0,"Helpful chat support, ffast resolution Honestly, support agent was iknd and solved my issue quickly thank you."
C2336,,63,2.0,Everything works fine for our family Installation took longer thna expected
C4704,3.0,168,3.0,"Billing is clear and correct each month Helpful chat support, fast resolution Billing is clear and correct each month"
C0184,1.0,70,3.0,Got a minor outage last weeek Occasional hiccups but nothing too bad
C2310,3.0,52,3.0,"Honestly, service is oky but could be better thank you."
C5187,,133,1.0,Latency and isconnects make it impossible to work
C1982,1.0,180,5.0,"It works, not amaazing, not terrible"
C0188,1.0,30,3.0,Great service and fair price Price is a bit high compared to others
C0197,2.0,104,3.0,"Honestly, outages every week, unacceptable service Speed never matches what was promised in the contract Thank you. Very bad support, no one answers my calls Thank youu."
C1289,2.0,40,4.0,"No issues lately, satisfied customer hank you. Great service and fair price No issues lately, satisfied customer Great service ad fair price"
C0382,3.0,158,2.0,Great service annd fair price!!
C1265,0.0,58,2.0,"Price is a bit high compared to others No issues lately, satisfid customer"
C5012,1.0,57,4.0,"Phone lie is fine, internet varies"
C1461,3.0,10,4.0,"It works, not amazing, not terrible Thank oyu."
C5116,3.0,140,3.0,appy with the internet speed and support
C1157,3.0,70,1.0,"Good service overall, nothing majro to complain about!"
C4344,1.0,52,3.0,Internet is slow and unstable almost eevery evening
C2049,1.0,55,4.0,"Honestly, teh new router works well, stable connection Good value for the money"
C0799,3.0,162,1.0,INETRNET IS SLOW AND UNSTABLE ALMOST EVERY EVENING AVERAGE EXPERIENCE SO FAR
C3682,5.0,75,4.0,Email support repllies after some days
C3080,3.0,25,5.0,"HAPPY WITH THE INTERNET SPEED AAND SUPPORT THANK YOU. HONESTLY, SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUCKLY INSTALLATION TOOK LONGER THAN EXPECTED"
C1601,3.0,80,3.0,"Honestly, averrage experience so far Sometimes the speed drops at night"
C4525,1.0,145,,Everything woks fine for our family!!!
C5275,4.0,120,3.0,"NO ISSUES LATELY, SATISFID CUSTOMER BILLING IS CLEAR AND CORRECT EACH MONTH THANNK YOU. HAPPY WITH THE INTERNET SPEED AND SUPPORT"
C0531,1.0,173,2.0,Service is okay ut could be better!!!
C2879,,33,5.0,Latency and disconnects make it impossible to worrk
C2764,3.0,110,3.0,"Price is a bit high compared to ohters Thaank you. Got a miinor outage last week Honestly, good service overall, nothing major to cmoplain about"
C5218,,118,,"Phone line is fine, internet varies Honestly, support agent was kind and solved my issue quicckly"
