customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Region,Age,Churn
C1376,Male,0,No,Yes,31,East,51.0,No
C1377,Female,0,Yes,Yes,31,East,70.0,No
C1378,Male,0,Yes,No,59,South,83.0,No
C1379,Female,0,Yes,Yes,55,North,,No
C1380,Female,0,No,No,19,West,77.0,Yes
C1381,Female,1,Yes,No,63,South,60.0,No
C1382,Female,0,Yes,No,2,East,90.0,No
C1383,Male,0,Yes,No,45,North,21.0,No
C1384,Female,1,Yes,No,43,South,69.0,Yes
C1385,Male,0,Yes,,1,West,,Yes
C1386,Female,1,Yes,Yes,61,South,68.0,No
C1387,Male,1,No,,3,East,27.0,Yes
C1388,Female,0,Yes,Yes,44,North,29.0,No
C1389,Male,0,No,,7,South,56.0,No
C1390,Male,1,No,No,33,West,85.0,No
C1391,Female,0,Yes,No,9,East,,No
C1392,Female,0,Yes,Yes,30,West,90.0,No
C1393,Female,1,No,Yes,18,West,27.0,No
C1394,Female,0,No,Yes,56,West,,No
C1395,Male,0,Yes,No,31,West,,No
C1396,Female,0,,No,72,North,65.0,No
C1397,Male,0,Yes,Yes,63,West,61.0,No
C1398,Male,0,Yes,No,50,North,81.0,Yes
C1399,Female,1,Yes,No,1,North,57.0,Yes
C1400,Male,0,No,No,19,North,23.0,No
C1401,Male,0,No,No,64,South,89.0,No
C1402,Male,0,No,No,53,East,60.0,No
C1403,Male,0,Yes,No,6,South,49.0,No
C1404,Female,0,No,No,17,North,66.0,No
C1405,Female,1,Yes,Yes,46,South,,No
C1406,Female,1,No,No,72,South,69.0,No
C1407,Female,0,Yes,No,55,West,69.0,No
C1408,Male,0,,Yes,6,South,51.0,No
C1409,Male,0,Yes,Yes,70,North,76.0,Yes
C1410,Female,1,No,Yes,68,South,22.0,No
C1411,Female,0,Yes,No,40,South,83.0,No
C1412,Female,0,,Yes,66,East,58.0,No
C1413,Male,0,Yes,No,9,South,51.0,No
C1414,Female,1,No,No,11,South,71.0,No
C1415,Female,0,No,No,20,South,37.0,No
C1416,Female,0,No,No,43,South,71.0,No
C1417,Male,0,Yes,,58,West,83.0,No
C1418,Male,1,Yes,Yes,26,North,35.0,No
C1419,Male,0,No,No,38,West,,Yes
C1420,Male,0,Yes,Yes,36,East,65.0,No
C1421,Male,0,Yes,,55,North,52.0,No
C1422,Male,0,Yes,No,6,West,56.0,No
C1423,Male,0,No,No,3,West,20.0,Yes
C1424,Male,0,Yes,No,65,East,36.0,No
C1425,Female,1,No,Yes,64,South,35.0,Yes
C1426,Female,1,No,No,58,East,22.0,No
C1427,Male,1,Yes,No,58,South,72.0,No
C1428,Male,0,Yes,Yes,18,North,30.0,No
C1429,Female,0,No,No,23,West,51.0,No
C1430,Male,0,No,No,29,West,35.0,No
C1431,Male,0,No,No,23,North,,No
C1432,Male,1,No,No,36,West,89.0,No
C1433,Female,0,Yes,Yes,70,East,60.0,No
C1434,Female,0,No,No,6,North,82.0,No
C1435,Female,0,Yes,No,34,South,58.0,No
C1436,Female,0,No,Yes,44,South,55.0,No
C1437,Female,0,No,No,44,West,55.0,No
C1438,Male,1,No,Yes,27,West,,Yes
C1439,Female,1,No,No,52,North,39.0,Yes
C1440,Male,0,No,Yes,42,East,46.0,No
C1441,Male,0,Yes,No,25,West,26.0,No
C1442,Female,0,No,No,39,West,85.0,No
C1443,Female,1,,No,39,North,34.0,No
C1444,Male,0,No,Yes,12,East,54.0,No
C1445,Male,0,Yes,No,11,West,81.0,No
C1446,Male,0,Yes,No,3,South,84.0,Yes
C1447,Female,0,No,Yes,22,South,21.0,No
C1448,Female,0,No,No,4,West,57.0,Yes
C1449,Female,1,,No,8,North,33.0,No
C1450,Female,0,No,No,14,West,28.0,No
C1451,Female,0,No,Yes,14,South,43.0,No
C1452,Male,0,No,Yes,16,North,89.0,No
C1453,Female,0,Yes,Yes,32,North,82.0,No
C1454,Male,0,No,No,64,North,19.0,No
C1455,Male,0,No,Yes,16,North,62.0,No
C1456,Male,0,Yes,No,52,East,60.0,Yes
C1457,Female,0,No,No,19,North,20.0,No
C1458,Female,0,No,Yes,69,West,51.0,No
C1459,Female,0,No,No,12,East,82.0,No
C1460,Male,1,Yes,No,5,South,81.0,No
C1461,Male,0,Yes,Yes,42,South,24.0,No
C1462,Male,0,No,No,17,East,52.0,Yes
C1463,Male,0,Yes,No,72,South,39.0,No
C1464,Male,0,No,No,10,North,65.0,Yes
C1465,Male,0,Yes,No,16,West,49.0,Yes
C1466,Female,0,Yes,No,16,South,43.0,No
C1467,Female,0,Yes,No,42,North,23.0,No
C1468,Female,0,No,No,3,East,63.0,Yes
C1469,Female,0,Yes,No,23,East,72.0,No
C1470,Male,0,No,No,28,South,,No
C1471,Male,0,No,Yes,45,West,74.0,Yes
C1472,Female,0,No,,68,East,80.0,Yes
C1473,Male,0,No,No,24,East,18.0,No
C1474,Female,0,Yes,Yes,19,South,38.0,No
C1475,Female,0,Yes,Yes,40,West,37.0,Yes
C1476,Female,0,,No,46,South,90.0,No
C1477,Male,1,No,Yes,40,East,46.0,No
C1478,Female,1,No,No,62,South,60.0,No
C1479,Female,0,Yes,Yes,18,East,62.0,No
C1480,Female,0,Yes,Yes,12,North,82.0,No
C1481,Male,0,No,Yes,14,North,20.0,Yes
C1482,Male,0,Yes,No,61,West,37.0,No
C1483,Female,1,No,Yes,12,South,,Yes
C1484,Male,0,Yes,,27,South,55.0,No
C1485,Male,0,No,No,6,East,62.0,Yes
C1486,Male,0,,No,33,East,59.0,No
C1487,Male,0,Yes,No,50,North,63.0,No
C1488,Male,0,Yes,No,12,North,77.0,No
C1489,Male,0,Yes,,57,West,30.0,Yes
C1490,Male,1,Yes,No,53,East,48.0,No
C1491,Male,0,Yes,No,13,South,85.0,No
C1492,Male,0,No,No,72,West,79.0,No
C1493,Male,1,Yes,,3,East,66.0,No
C1494,Female,0,No,Yes,64,North,35.0,No
C1495,Female,1,Yes,No,58,North,70.0,No
C1496,Male,1,,Yes,4,South,35.0,Yes
C1497,Female,0,No,Yes,45,West,,No
C1498,Female,0,Yes,No,66,North,58.0,No
C1499,Male,0,Yes,No,36,North,84.0,Yes
C1500,Male,1,Yes,,23,West,82.0,No
C1501,Male,0,Yes,No,19,North,23.0,No
C1502,Female,0,No,,40,East,54.0,No
C1503,Female,1,No,Yes,72,North,29.0,No
C1504,Male,1,No,No,16,East,19.0,No
C1505,Male,1,No,No,58,South,70.0,Yes
C1506,Male,0,No,No,18,North,42.0,No
C1507,Female,1,No,No,36,East,45.0,No
C1508,Female,0,No,No,24,East,,No
C1509,Female,1,No,Yes,1,East,54.0,Yes
C1510,Female,0,Yes,,1,East,34.0,Yes
C1511,Male,0,Yes,No,64,East,86.0,No
C1512,Male,0,No,No,62,East,73.0,No
C1513,Male,0,Yes,No,36,East,75.0,No
C1514,Male,0,Yes,Yes,18,East,,No
C1515,Female,0,Yes,Yes,16,East,72.0,No
C1516,Female,0,Yes,No,17,East,66.0,No
C1517,Male,0,No,Yes,24,North,55.0,No
C1518,Male,0,,Yes,68,North,62.0,No
C1519,Female,0,,Yes,2,South,47.0,No
C1520,Male,0,No,Yes,10,West,54.0,No
C1521,Female,0,Yes,No,53,West,73.0,No
C1522,Male,0,No,No,51,East,,No
C1523,Male,0,,Yes,69,South,49.0,No
C1524,Male,0,Yes,,14,North,28.0,No
C1525,Male,0,Yes,No,66,West,75.0,Yes
C1526,Male,1,Yes,Yes,53,West,52.0,No
C1527,Male,1,No,,64,North,34.0,No
C1528,Male,0,No,No,72,West,47.0,No
C1529,Female,1,Yes,No,49,South,,Yes
C1530,Female,0,Yes,No,62,South,47.0,No
C1531,Female,0,Yes,No,37,East,33.0,No
C1532,Female,0,No,No,49,East,71.0,No
C1533,Female,0,Yes,Yes,68,West,21.0,No
C1534,Male,0,No,Yes,33,North,32.0,Yes
C1535,Male,0,Yes,Yes,22,South,44.0,No
C1536,Female,0,No,No,70,South,,No
C1537,Male,0,No,Yes,33,South,52.0,No
C1538,Female,0,No,Yes,28,East,80.0,Yes
C1539,Female,0,Yes,No,4,South,83.0,No
C1540,Male,0,No,No,66,South,56.0,Yes
C1541,Male,0,Yes,,49,South,45.0,No
C1542,Male,0,Yes,No,11,East,51.0,No
C1543,Female,0,No,Yes,35,East,50.0,No
C1544,Male,1,No,,39,East,67.0,Yes
C1545,Female,0,No,Yes,10,North,77.0,Yes
C1546,Female,0,Yes,No,72,South,89.0,Yes
C1547,Female,0,No,Yes,69,North,89.0,No
C1548,Male,0,No,No,23,North,59.0,No
C1549,Male,0,No,Yes,34,South,45.0,No
C1550,Female,0,No,Yes,32,North,44.0,No
C1551,Male,0,No,Yes,16,East,18.0,No
C1552,Male,0,Yes,Yes,68,West,25.0,No
C1553,Male,0,No,No,54,North,63.0,No
C1554,Female,0,No,No,28,West,41.0,No
C1555,Female,0,No,No,60,North,57.0,Yes
C1556,Male,0,Yes,No,60,East,68.0,No
C1557,Female,0,Yes,No,44,East,41.0,No
C1558,Male,0,Yes,No,2,West,39.0,No
C1559,Male,0,No,Yes,23,North,,No
C1560,Male,0,No,No,46,South,25.0,No
C1561,Male,0,Yes,Yes,54,North,75.0,No
C1562,Female,0,No,No,71,South,32.0,No
C1563,Female,1,No,No,9,West,25.0,Yes
C1564,Female,0,No,,70,West,,No
C1565,Male,1,Yes,No,44,East,56.0,No
C1566,Male,0,No,No,12,East,52.0,Yes
C1567,Male,0,Yes,No,32,West,58.0,Yes
C1568,Female,0,No,No,34,South,65.0,No
C1569,Male,0,Yes,,33,North,88.0,No
C1570,Female,0,Yes,No,64,West,61.0,No
C1571,Female,0,No,No,48,South,52.0,No
C1572,Female,0,Yes,No,16,North,44.0,Yes
C1573,Female,0,Yes,No,50,North,82.0,No
C1574,Female,0,No,No,23,East,87.0,No
C1575,Female,1,No,No,26,East,83.0,No
C1576,Male,0,No,No,54,South,88.0,No
C1577,Male,0,Yes,,44,East,89.0,No
C1578,Female,0,Yes,No,37,West,80.0,No
C1579,Female,0,Yes,Yes,9,West,46.0,No
C1580,Male,0,Yes,No,13,East,48.0,No
C1581,Female,1,No,No,60,West,81.0,No
C1582,Female,0,Yes,No,2,West,70.0,Yes
C1583,Male,0,Yes,Yes,60,South,85.0,No
C1584,Female,0,,Yes,57,South,42.0,No
C1585,Female,0,Yes,No,43,South,30.0,Yes
C1586,Female,0,No,Yes,19,North,57.0,No
C1587,Male,0,No,No,11,South,89.0,Yes
C1588,Male,1,Yes,No,47,South,24.0,No
C1589,Male,0,Yes,No,63,North,49.0,No
C1590,Female,1,Yes,No,7,North,41.0,Yes
C1591,Female,0,No,No,31,South,18.0,No
C1592,Male,0,No,No,55,East,64.0,No
C1593,Female,0,Yes,Yes,25,West,68.0,No
C1594,Female,0,No,No,72,East,53.0,Yes
C1595,Female,1,No,No,30,South,44.0,No
C1596,Female,0,No,No,36,South,87.0,No
C1597,Female,0,No,No,50,North,59.0,No
C1598,Male,0,Yes,,14,North,85.0,Yes
C1599,Female,0,Yes,Yes,29,West,87.0,No
C1600,Male,0,Yes,Yes,27,South,30.0,No
C1601,Female,0,No,No,50,West,42.0,No
C1602,Male,0,No,No,36,East,39.0,Yes
C1603,Female,0,Yes,No,34,North,38.0,No
C1604,Male,0,Yes,,21,East,32.0,Yes
C1605,Female,0,Yes,,38,South,84.0,No
C1606,Male,0,Yes,,50,South,54.0,No
C1607,Female,1,Yes,Yes,37,East,,No
C1608,Male,1,No,No,19,West,43.0,No
C1609,Female,0,Yes,,1,West,72.0,Yes
C1610,Male,0,Yes,Yes,40,West,67.0,No
C1611,Male,0,No,No,55,North,52.0,No
C1612,Female,0,Yes,Yes,26,North,58.0,No
C1613,Female,0,Yes,Yes,43,North,89.0,No
C1614,Male,0,Yes,No,59,South,28.0,No
C1615,Female,0,No,No,51,South,25.0,No
C1616,Male,1,No,No,15,East,71.0,No
C1617,Male,0,Yes,No,8,East,18.0,No
C1618,Male,0,No,Yes,14,West,37.0,No
C1619,Female,0,Yes,No,7,West,51.0,No
C1620,Male,0,No,No,18,North,74.0,No
C1621,Male,1,No,No,12,West,30.0,Yes
C1622,Female,0,No,No,2,South,71.0,Yes
C1623,Female,0,Yes,Yes,50,South,70.0,No
C1624,Female,0,No,No,21,West,69.0,No
C1625,Female,0,No,No,7,North,23.0,No
C1626,Male,0,,No,12,West,53.0,Yes
C1627,Male,0,No,No,57,East,42.0,No
C1628,Male,1,Yes,Yes,23,West,75.0,Yes
C1629,Male,0,Yes,,30,West,72.0,No
C1630,Female,0,Yes,Yes,58,East,20.0,No
C1631,Male,1,Yes,,52,North,45.0,No
C1632,Male,0,No,Yes,56,North,85.0,No
C1633,Female,0,,No,10,South,55.0,No
C1634,Male,0,No,Yes,19,North,51.0,No
C1635,Male,0,,No,19,West,30.0,No
C1636,Male,0,Yes,No,59,South,22.0,No
C1637,Male,0,No,No,44,West,77.0,No
C1638,Male,0,Yes,Yes,59,East,34.0,No
C1639,Male,0,Yes,No,4,North,,No
C1640,Female,0,No,Yes,65,South,48.0,No
C1641,Female,1,No,,13,South,82.0,Yes
C1642,Male,1,Yes,Yes,67,South,,No
C1643,Male,1,No,Yes,12,East,50.0,No
C1644,Female,0,No,No,55,North,21.0,No
C1645,Male,0,No,Yes,61,East,72.0,No
C1646,Male,0,,No,41,South,41.0,No
C1647,Male,0,Yes,Yes,36,West,49.0,No
C1648,Female,0,No,,2,West,,No
C1649,Male,0,Yes,,22,North,64.0,No
C1650,Female,0,Yes,,22,North,,Yes
C1651,Male,1,No,No,41,East,38.0,No
C1652,Female,0,No,No,14,West,84.0,No
C1653,Female,0,,No,35,South,48.0,No
C1654,Male,0,No,No,50,South,31.0,Yes
C1655,Female,1,No,,9,North,23.0,No
C1656,Male,0,No,Yes,59,South,86.0,Yes
C1657,Female,1,No,No,56,South,46.0,Yes
C1658,Male,1,Yes,,10,South,72.0,No
C1659,Male,0,Yes,Yes,25,East,54.0,No
C1660,Female,0,Yes,No,45,South,76.0,No
C1661,Male,0,Yes,Yes,11,North,53.0,No
C1662,Male,0,No,Yes,9,South,76.0,Yes
C1663,Female,0,No,Yes,7,West,81.0,No
C1664,Male,0,No,No,71,South,60.0,Yes
C1665,Male,1,No,Yes,34,West,59.0,No
C1666,Female,1,No,No,20,East,77.0,Yes
C1667,Female,0,Yes,No,5,South,79.0,Yes
C1668,Male,0,Yes,Yes,55,North,81.0,No
C1669,Male,0,,No,15,East,75.0,No
C1670,Female,0,No,,48,East,19.0,No
C1671,Female,0,Yes,No,4,East,88.0,Yes
C1672,Male,0,No,No,21,West,25.0,Yes
C1673,Female,0,No,,9,East,,No
C1674,Male,0,Yes,Yes,66,North,53.0,No
C1675,Male,1,Yes,Yes,35,West,86.0,No
C1676,Male,0,No,Yes,51,East,30.0,No
C1677,Male,0,Yes,Yes,37,South,56.0,Yes
C1678,Male,0,No,No,6,East,23.0,Yes
C1679,Female,0,No,Yes,51,East,36.0,No
C1680,Female,0,No,Yes,66,North,42.0,Yes
C1681,Female,0,No,No,17,South,20.0,Yes
C1682,Female,0,No,No,65,South,70.0,No
C1683,Male,0,No,No,9,South,45.0,No
C1684,Male,0,Yes,Yes,13,North,43.0,Yes
C1685,Male,0,No,No,58,North,64.0,No
C1686,Male,0,,Yes,30,North,25.0,No
C1687,Female,1,Yes,No,31,South,74.0,Yes
C1688,Male,0,Yes,No,23,West,72.0,No
C1689,Male,1,No,No,63,North,18.0,No
C1690,Female,0,Yes,Yes,28,South,57.0,No
C1691,Female,1,Yes,No,59,South,40.0,Yes
C1692,Female,0,No,No,10,West,71.0,Yes
C1693,Female,0,No,No,26,North,59.0,No
C1694,Male,0,No,No,17,North,67.0,No
C1695,Male,0,No,No,40,North,21.0,No
C1696,Female,0,No,No,68,West,25.0,No
C1697,Male,0,No,No,23,East,53.0,No
C1698,Male,0,Yes,No,35,North,27.0,No
C1699,Male,0,No,Yes,9,South,47.0,No
C1700,Female,0,No,No,45,North,33.0,No
C1701,Male,0,Yes,Yes,37,North,47.0,No
C1702,Female,0,Yes,No,69,West,81.0,Yes
C1703,Male,0,Yes,Yes,19,South,28.0,No
C1704,Male,0,No,No,27,East,51.0,No
C1705,Male,1,Yes,No,13,South,72.0,No
C1706,Female,0,No,Yes,57,East,21.0,No
C1707,Male,0,No,No,60,South,66.0,No
C1708,Female,1,,No,12,South,61.0,Yes
C1709,Female,0,No,No,9,East,48.0,Yes
C1710,Female,0,Yes,,27,North,65.0,No
C1711,Male,0,Yes,No,63,East,,Yes
C1712,Male,0,Yes,Yes,29,West,87.0,No
C1713,Male,0,No,No,22,North,29.0,No
C1714,Male,0,Yes,No,19,West,62.0,No
C1715,Female,0,Yes,No,38,North,25.0,No
C1716,Female,0,Yes,No,39,South,26.0,Yes
C1717,Female,0,No,No,15,East,18.0,Yes
C1718,Male,0,,No,54,East,22.0,No
C1719,Female,0,No,No,32,North,88.0,No
C1720,Male,0,Yes,No,46,West,71.0,No
C1721,Female,0,No,Yes,61,West,41.0,No
C1722,Male,0,Yes,No,52,North,43.0,No
C1723,Male,1,No,No,34,West,27.0,Yes
C1724,Female,1,No,No,35,East,78.0,No
C1725,Female,0,Yes,Yes,70,West,57.0,No
C1726,Female,0,No,Yes,37,North,61.0,Yes
C1727,Female,0,No,No,61,West,29.0,No
C1728,Male,0,No,Yes,49,North,,No
C1729,Female,0,No,Yes,9,West,44.0,No
C1730,Female,0,Yes,No,19,East,84.0,No
C1731,Female,0,No,No,28,South,86.0,Yes
C1732,Male,0,No,No,26,North,31.0,No
C1733,Male,1,,Yes,38,West,42.0,No
C1734,Female,0,No,Yes,40,East,69.0,No
C1735,Male,0,Yes,No,25,South,76.0,No
C1736,Female,0,No,No,69,South,55.0,No
C1737,Male,0,No,No,71,West,37.0,Yes
C1738,Male,0,Yes,Yes,23,South,37.0,Yes
C1739,Male,0,No,No,65,North,73.0,No
C1740,Male,0,No,No,22,West,47.0,No
C1741,Female,0,Yes,Yes,64,South,58.0,No
C1742,Female,0,Yes,No,68,South,88.0,No
C1743,Female,0,No,No,58,North,80.0,No
C1744,Male,0,,Yes,28,West,,No
C1745,Female,1,Yes,Yes,68,North,46.0,No
C1746,Female,0,Yes,No,4,East,61.0,No
C1747,Female,0,Yes,Yes,1,West,74.0,No
C1748,Male,0,No,Yes,26,North,41.0,No
C1749,Male,0,,Yes,33,West,36.0,No
C1750,Male,0,No,Yes,27,South,34.0,No
C1751,Female,0,No,No,42,East,86.0,No
C1752,Female,0,No,Yes,69,South,,No
C1753,Female,1,Yes,Yes,71,East,21.0,No
C1754,Male,0,No,No,64,South,39.0,No
C1755,Male,0,Yes,No,25,North,23.0,No
C1756,Female,0,Yes,No,72,West,47.0,No
C1757,Male,0,No,Yes,4,North,28.0,Yes
C1758,Male,0,No,No,12,West,65.0,No
C1759,Male,0,No,Yes,58,North,63.0,No
C1760,Male,0,No,Yes,11,South,44.0,No
C1761,Female,0,No,No,59,West,36.0,No
C1762,Male,0,No,No,36,North,76.0,No
C1763,Male,0,No,No,22,West,85.0,Yes
C1764,Male,0,Yes,Yes,65,South,71.0,No
C1765,Male,0,,No,50,South,34.0,No
C1766,Female,1,No,Yes,4,East,67.0,No
C1767,Female,0,No,No,72,South,57.0,No
C1768,Male,0,Yes,No,52,South,28.0,No
C1769,Male,0,Yes,No,43,East,31.0,No
C1770,Male,0,,No,46,South,30.0,No
C1771,Male,0,,No,4,North,45.0,No
C1772,Male,1,No,No,13,West,61.0,No
C1773,Male,0,No,No,38,West,80.0,No
C1774,Female,0,No,No,45,South,78.0,No
C1775,Male,0,No,No,25,East,34.0,No
C1776,Female,0,Yes,No,67,East,67.0,No
C1777,Female,0,Yes,No,55,East,43.0,No
C1778,Male,0,Yes,Yes,39,South,24.0,No
C1779,Female,0,No,Yes,65,West,33.0,No
C1780,Female,0,Yes,No,2,North,34.0,Yes
C1781,Female,0,No,No,69,East,52.0,No
C1782,Female,0,No,Yes,62,West,40.0,No
C1783,Female,0,,Yes,46,East,86.0,No
C1784,Female,0,,,31,West,26.0,No
C1785,Male,0,No,No,35,South,35.0,No
C1786,Female,0,Yes,No,45,South,65.0,No
C1787,Female,0,Yes,Yes,54,West,,No
C1788,Female,0,No,No,71,South,83.0,No
C1789,Male,0,Yes,Yes,69,East,40.0,No
C1790,Female,0,Yes,Yes,29,North,27.0,No
C1791,Male,0,No,Yes,72,West,55.0,No
C1792,Female,0,,No,8,East,76.0,No
C1793,Male,0,No,No,54,South,85.0,Yes
C1794,Male,0,,No,7,South,60.0,No
C1795,Female,0,No,No,23,East,29.0,Yes
C1796,Female,0,Yes,No,32,North,70.0,No
C1797,Male,0,No,,62,East,31.0,No
C1798,Female,0,Yes,No,45,East,69.0,No
C1799,Male,0,Yes,No,68,North,89.0,No
C1800,Male,0,No,No,30,West,78.0,No
C1801,Male,0,No,No,39,South,58.0,No
C1802,Male,0,Yes,No,5,South,38.0,No
C1803,Male,0,No,,67,South,65.0,No
C1804,Female,0,No,No,22,East,73.0,Yes
C1805,Male,1,No,Yes,28,West,52.0,Yes
C1806,Male,0,Yes,No,22,North,61.0,No
C1807,Female,0,No,No,29,South,56.0,No
C1808,Male,0,Yes,Yes,43,North,32.0,Yes
C1809,Female,0,Yes,,42,West,29.0,No
C1810,Female,0,No,,60,South,25.0,No
C1811,Female,0,No,,71,East,84.0,No
C1812,Male,0,No,No,68,South,18.0,No
C1813,Male,0,No,No,59,West,59.0,No
C1814,Male,0,Yes,Yes,6,East,48.0,No
C1815,Female,1,No,No,28,West,47.0,No
C1816,Male,0,Yes,Yes,31,North,60.0,No
C1817,Female,0,No,Yes,39,East,43.0,No
C1818,Male,0,Yes,Yes,50,West,29.0,No
C1819,Female,0,No,Yes,37,East,76.0,No
C1820,Male,0,No,Yes,72,North,86.0,No
C1821,Male,0,No,No,15,West,90.0,No
C1822,Male,0,No,No,51,South,28.0,No
C1823,Female,0,No,No,70,North,64.0,No
C1824,Female,1,Yes,No,23,South,40.0,Yes
C1825,Male,0,Yes,No,25,East,60.0,No
C1826,Male,0,No,No,46,West,56.0,No
C1827,Female,0,Yes,,23,South,90.0,No
C1828,Female,0,,No,10,South,72.0,Yes
C1829,Female,0,Yes,Yes,32,East,35.0,No
C1830,Male,0,Yes,Yes,51,South,59.0,No
C1831,Female,0,No,No,41,West,43.0,No
C1832,Male,0,No,No,65,West,35.0,No
C1833,Female,0,No,No,65,South,,No
C1834,Male,0,No,Yes,40,North,59.0,No
C1835,Female,1,No,Yes,18,West,50.0,Yes
C1836,Female,0,Yes,No,36,North,60.0,No
C1837,Female,0,Yes,No,31,North,31.0,No
C1838,Female,0,No,No,54,North,72.0,No
C1839,Female,0,No,,63,North,75.0,No
C1840,Male,1,No,Yes,1,West,,Yes
C1841,Female,0,No,No,52,East,45.0,No
C1842,Female,0,Yes,No,57,West,31.0,No
C1843,Female,0,,No,9,North,43.0,Yes
C1844,Male,1,No,Yes,56,South,34.0,Yes
C1845,Female,0,Yes,,47,West,51.0,Yes
C1846,Male,0,Yes,No,3,West,31.0,No
C1847,Female,0,Yes,Yes,2,East,43.0,Yes
C1848,Female,0,Yes,No,54,North,51.0,Yes
C1849,Male,0,No,No,37,West,41.0,No
C1850,Female,1,No,,56,South,87.0,No
C1851,Male,0,No,No,31,East,37.0,No
C1852,Male,0,No,Yes,12,East,56.0,No
C1853,Female,0,Yes,No,58,East,62.0,No
C1854,Male,0,No,No,67,East,51.0,Yes
C1855,Female,0,Yes,No,26,East,39.0,Yes
C1856,Female,1,Yes,Yes,12,North,88.0,No
C1857,Male,0,Yes,No,16,South,50.0,Yes
C1858,Male,0,No,No,53,East,23.0,No
C1859,Male,0,No,Yes,72,South,33.0,No
C1860,Male,0,No,No,49,South,,No
C1861,Female,0,No,,49,North,40.0,No
C1862,Female,0,Yes,No,7,South,35.0,No
C1863,Male,0,No,No,15,West,31.0,No
C1864,Female,0,No,No,36,South,67.0,No
C1865,Female,0,Yes,No,72,East,78.0,No
C1866,Female,0,Yes,No,15,East,53.0,No
C1867,Female,0,No,Yes,62,North,,No
C1868,Male,1,No,Yes,18,West,22.0,Yes
C1869,Male,0,No,Yes,46,South,70.0,No
C1870,Female,1,No,No,61,West,65.0,No
C1871,Male,0,No,No,43,North,28.0,No
C1872,Male,0,Yes,No,44,North,19.0,No
C1873,Male,0,,Yes,66,South,41.0,No
C1874,Female,0,,No,55,South,85.0,No
C1875,Female,0,Yes,No,39,West,29.0,Yes
C1876,Female,0,,No,5,North,76.0,No
C1877,Male,0,No,No,57,East,84.0,No
C1878,Female,0,No,No,15,North,49.0,No
C1879,Female,1,Yes,No,16,West,53.0,Yes
C1880,Male,0,No,No,57,West,,No
C1881,Female,0,Yes,No,25,South,87.0,No
C1882,Female,0,Yes,Yes,22,North,83.0,Yes
C1883,Male,0,No,Yes,31,East,26.0,No
C1884,Male,0,No,No,34,North,61.0,No
C1885,Male,0,Yes,No,16,North,76.0,No
C1886,Female,1,Yes,No,70,East,41.0,No
C1887,Female,1,No,No,59,West,80.0,Yes
C1888,Female,0,,No,15,West,58.0,Yes
C1889,Male,0,Yes,No,13,East,19.0,No
C1890,Male,1,No,Yes,24,East,45.0,Yes
C1891,Female,0,Yes,No,13,West,33.0,No
C1892,Female,1,Yes,No,65,East,76.0,No
C1893,Male,0,No,Yes,36,South,18.0,No
C1894,Male,0,No,Yes,49,West,18.0,No
C1895,Male,0,No,No,48,North,48.0,Yes
C1896,Male,0,Yes,Yes,43,North,,No
C1897,Female,0,Yes,No,6,East,76.0,No
C1898,Male,0,Yes,No,68,North,45.0,No
C1899,Female,0,Yes,Yes,14,South,44.0,No
C1900,Female,0,No,Yes,30,South,18.0,No
C1901,Female,0,No,No,8,East,19.0,Yes
C1902,Male,0,No,No,54,West,83.0,No
C1903,Male,0,Yes,No,66,North,66.0,No
C1904,Male,0,,Yes,4,South,36.0,Yes
C1905,Male,0,No,No,60,North,,No
C1906,Female,1,Yes,No,53,East,87.0,No
C1907,Male,1,No,No,15,East,56.0,No
C1908,Male,0,No,No,1,South,36.0,Yes
C1909,Female,0,No,Yes,22,North,81.0,No
C1910,Male,0,Yes,No,15,East,75.0,Yes
C1911,Female,1,No,Yes,22,East,34.0,No
C1912,Female,0,Yes,No,50,North,87.0,No
C1913,Female,0,Yes,Yes,48,South,58.0,No
C1914,Female,0,No,No,51,South,22.0,No
C1915,Female,0,Yes,No,17,West,40.0,No
C1916,Female,0,,No,51,West,86.0,No
C1917,Female,0,No,No,37,East,27.0,No
C1918,Female,1,,No,49,West,85.0,No
C1919,Male,1,,No,59,East,29.0,No
C1920,Male,0,Yes,No,10,West,27.0,Yes
C1921,Male,0,No,Yes,30,North,77.0,No
C1922,Male,0,No,Yes,21,South,47.0,No
C1923,Female,1,No,No,34,East,41.0,No
C1924,Male,0,Yes,,50,East,86.0,No
C1925,Female,0,No,No,47,North,30.0,No
C1926,Male,0,Yes,Yes,6,South,26.0,No
C1927,Male,0,No,No,50,South,35.0,No
C1928,Male,0,Yes,No,63,South,52.0,Yes
C1929,Female,0,,Yes,12,South,21.0,No
C1930,Male,0,Yes,Yes,41,East,58.0,No
C1931,Female,1,Yes,No,31,West,43.0,Yes
C1932,Female,1,,No,2,East,61.0,Yes
C1933,Male,1,Yes,No,16,West,59.0,No
C1934,Male,0,Yes,No,1,West,27.0,No
C1935,Male,0,No,Yes,4,South,90.0,Yes
C1936,Female,0,No,Yes,47,South,18.0,No
C1937,Male,1,No,Yes,65,North,,No
C1938,Female,0,No,No,52,West,33.0,No
C1939,Female,0,Yes,No,47,North,63.0,No
C1940,Male,0,Yes,Yes,50,East,,No
C1941,Male,0,,No,45,South,,No
C1942,Female,0,No,No,42,West,72.0,No
C1943,Female,0,No,,56,South,80.0,No
