customerID,ContractType,MonthlyCharges,TotalCharges,PaymentMethod,InternetService
C2560,Month-to-month,115.18,4479.0,Credit card,Fiber optic
C2881,Two year,72.27,,Electronic check,Fiber optic
C5109,Month-to-month,27.45,565.93,Electronic check,Fiber optic
C4157,Month-to-month,80.74,606.61,Electronic check,Fiber optic
C1743,Two year,85.15,7371.85,Bank transfer,DSL
C1268,Month-to-month,117.73,8323.93,Credit card,Fiber optic
C3951,Month-to-month,27.43,19.25,Electronic check,
C1838,Month-to-month,96.13,1260.51,Credit card,Fiber optic
C0887,One year,81.91,58.32,Bank transfer,DSL
C2869,Month-to-month,39.23,920.23,Mailed check,None
C3012,One year,33.39,2536.22,Bank transfer,DSL
C0942,Month-to-month,96.33,2106.77,Electronic check,None
C5028,Month-to-month,57.38,4317.68,Electronic check,Fiber optic
C1853,Two year,129.99,6453.05,Electronic check,Fiber optic
C3516,Month-to-month,118.34,4425.15,Electronic check,Fiber optic
C0216,Month-to-month,82.23,5360.51,Electronic check,None
C2191,One year,90.59,2582.78,Bank transfer,
C4437,Two year,37.48,1264.56,Credit card,Fiber optic
C1478,One year,118.34,1553.81,Bank transfer,DSL
C2239,Month-to-month,70.48,4931.53,Electronic check,None
C2532,Two year,77.35,,Credit card,DSL
C2784,Month-to-month,116.04,,Credit card,Fiber optic
C2876,Two year,20.69,978.34,Electronic check,Fiber optic
C0051,Month-to-month,74.38,,Electronic check,Fiber optic
C4918,Two year,88.94,5260.63,Electronic check,DSL
C1174,Month-to-month,37.52,1246.87,Electronic check,Fiber optic
C3284,One year,27.51,323.19,Mailed check,DSL
C0571,One year,78.84,901.81,Bank transfer,None
C1163,One year,80.23,1516.26,Credit card,DSL
C0252,One year,56.33,2804.0,Credit card,None
C0752,Month-to-month,117.05,6160.79,Electronic check,Fiber optic
C1763,Month-to-month,53.12,2899.64,Electronic check,DSL
C3082,Month-to-month,76.81,,Mailed check,DSL
C3440,One year,40.54,2614.33,Electronic check,Fiber optic
C4228,One year,21.23,991.21,Electronic check,Fiber optic
C2793,Month-to-month,66.86,5018.73,Electronic check,Fiber optic
C5168,Month-to-month,77.96,93.72,Bank transfer,DSL
C3032,Month-to-month,104.11,7860.41,Electronic check,DSL
C2553,One year,69.36,,Electronic check,
C4435,Two year,50.66,3136.22,Electronic check,Fiber optic
C0696,Month-to-month,86.47,4019.22,Electronic check,Fiber optic
C0431,Two year,61.93,244.7,Electronic check,Fiber optic
C1275,Two year,45.68,2565.46,Electronic check,DSL
C4154,Month-to-month,120.14,8116.71,Electronic check,Fiber optic
C0408,Month-to-month,79.04,4109.06,Bank transfer,DSL
C0669,One year,42.05,2075.8,Mailed check,None
C2230,One year,93.8,1536.52,Credit card,Fiber optic
C3630,One year,108.34,2908.37,Credit card,DSL
C3474,Month-to-month,103.44,3679.27,Credit card,Fiber optic
C4857,Month-to-month,85.95,3159.92,Mailed check,Fiber optic
C5111,Month-to-month,77.16,2049.77,Mailed check,Fiber optic
C3393,Month-to-month,105.51,5932.27,Credit card,DSL
C2238,One year,97.89,3628.77,Credit card,None
C1766,Month-to-month,82.86,4791.27,Electronic check,DSL
C0933,Two year,92.35,4077.8,Electronic check,Fiber optic
C4492,Month-to-month,38.55,3038.39,Electronic check,DSL
C5007,Month-to-month,22.19,301.53,Credit card,Fiber optic
C0909,Two year,122.42,8798.2,Electronic check,DSL
C2321,Month-to-month,122.88,1589.51,Credit card,Fiber optic
C5184,Month-to-month,106.68,,Electronic check,DSL
C2527,Two year,60.95,503.32,Electronic check,Fiber optic
C4683,Month-to-month,36.58,3317.87,Electronic check,DSL
C4862,Month-to-month,59.31,928.47,Credit card,DSL
C3238,Month-to-month,99.89,4771.15,Electronic check,DSL
C0449,Two year,56.87,403.1,Electronic check,Fiber optic
C0063,One year,107.55,6752.81,Credit card,Fiber optic
C1675,Month-to-month,94.03,3371.42,Credit card,Fiber optic
C2470,Two year,89.3,3668.36,Bank transfer,None
C1731,Month-to-month,122.33,7448.33,Bank transfer,DSL
C1125,Two year,118.28,9456.82,Credit card,Fiber optic
C2094,Month-to-month,98.28,4974.12,Credit card,DSL
C2372,Month-to-month,41.92,889.88,Electronic check,Fiber optic
C5113,Month-to-month,123.28,,Electronic check,DSL
C5158,Month-to-month,44.98,1712.93,Mailed check,Fiber optic
C0064,Month-to-month,60.98,3935.77,Mailed check,Fiber optic
C4075,Month-to-month,110.95,,Bank transfer,
C3528,Month-to-month,42.95,956.01,Bank transfer,Fiber optic
C1440,Month-to-month,90.25,3507.43,Electronic check,Fiber optic
C1059,Two year,70.36,2073.24,Credit card,None
C3115,Month-to-month,88.64,,Electronic check,None
C4384,Month-to-month,125.39,45.96,Electronic check,Fiber optic
C4099,One year,108.92,3442.83,Electronic check,Fiber optic
C2902,One year,52.54,2093.76,Credit card,Fiber optic
C0591,One year,26.3,484.29,Electronic check,Fiber optic
C3253,One year,126.37,,Electronic check,DSL
C0347,Two year,84.37,5802.08,Credit card,None
C3574,One year,39.04,418.51,Credit card,None
C0154,Two year,88.98,4719.46,Credit card,None
C5071,Month-to-month,24.64,1255.94,Electronic check,DSL
C0638,One year,40.63,720.62,Credit card,DSL
C2565,Month-to-month,89.59,2473.22,Credit card,Fiber optic
C3517,Month-to-month,64.27,2772.67,Mailed check,None
C3314,Month-to-month,55.76,3716.13,Bank transfer,None
C3422,Month-to-month,92.1,3067.68,Electronic check,DSL
C4119,Month-to-month,115.3,4073.52,Mailed check,Fiber optic
C0472,Month-to-month,94.65,5753.06,Electronic check,Fiber optic
C1660,Month-to-month,70.98,4065.52,Credit card,Fiber optic
C0086,Month-to-month,92.48,600.22,Mailed check,DSL
C3958,Two year,96.52,5372.95,Credit card,DSL
C1331,Month-to-month,105.26,8703.97,Credit card,DSL
C0704,Month-to-month,53.78,1653.3,Electronic check,Fiber optic
C4664,Month-to-month,32.59,674.63,Electronic check,None
C3882,Two year,95.01,2883.12,Credit card,Fiber optic
C4170,Two year,33.32,2076.6,Credit card,Fiber optic
C1885,Two year,70.82,3410.1,Electronic check,None
C4215,Month-to-month,45.38,524.89,Electronic check,Fiber optic
C2825,Month-to-month,56.53,3370.94,Electronic check,Fiber optic
C3768,Two year,71.77,,Bank transfer,Fiber optic
C1483,Month-to-month,118.58,4390.82,Bank transfer,DSL
C0361,Month-to-month,94.85,2187.97,Electronic check,Fiber optic
C1789,Month-to-month,38.88,466.12,Electronic check,None
C3460,Two year,116.74,,Credit card,
C0434,Month-to-month,75.06,2849.96,Electronic check,DSL
C0997,Two year,42.47,305.23,Electronic check,DSL
C1785,Month-to-month,78.02,379.6,Electronic check,Fiber optic
C2413,One year,41.0,1037.09,Credit card,DSL
C1641,Month-to-month,60.41,1779.5,Bank transfer,DSL
C2147,Month-to-month,108.61,2112.1,Bank transfer,Fiber optic
C4377,One year,92.45,1753.47,Electronic check,Fiber optic
C1622,Month-to-month,72.57,1646.76,Bank transfer,Fiber optic
C3566,One year,44.91,4113.64,Bank transfer,None
C1271,Two year,51.04,,Electronic check,Fiber optic
C3055,Month-to-month,127.61,4569.96,Mailed check,DSL
C4958,Month-to-month,57.72,2756.85,Credit card,None
C0908,One year,87.77,3531.74,Credit card,Fiber optic
C1365,Two year,74.97,1185.38,Bank transfer,Fiber optic
C3192,One year,22.54,439.26,Electronic check,Fiber optic
C0689,Month-to-month,123.91,2938.56,Bank transfer,Fiber optic
C0313,One year,29.67,1413.95,Electronic check,
C2091,Month-to-month,92.46,4360.44,Electronic check,None
C2594,Month-to-month,109.21,7937.68,Bank transfer,Fiber optic
C0468,One year,102.36,737.22,Bank transfer,
C4263,Two year,109.02,3846.55,Electronic check,DSL
C4210,Month-to-month,101.37,6016.69,Bank transfer,DSL
C5232,One year,69.01,2767.71,Bank transfer,Fiber optic
C3711,Month-to-month,118.59,8355.83,Credit card,DSL
C3180,Month-to-month,120.37,908.9,Credit card,DSL
C1432,Two year,68.07,2937.48,Electronic check,Fiber optic
C4367,Month-to-month,73.33,1970.93,Credit card,
C2980,Month-to-month,73.42,3953.76,Mailed check,DSL
C3925,One year,50.68,,Credit card,Fiber optic
C3355,One year,32.64,1654.38,Credit card,Fiber optic
C2644,One year,48.82,2623.73,Electronic check,Fiber optic
C3339,Two year,112.85,176.85,Mailed check,Fiber optic
C0605,Month-to-month,79.74,3003.3,Electronic check,Fiber optic
C0968,Month-to-month,113.52,448.61,Credit card,Fiber optic
C4192,One year,101.97,101.6,Electronic check,DSL
C0600,Month-to-month,58.35,1357.37,Electronic check,Fiber optic
C1049,Two year,40.38,,Electronic check,Fiber optic
C0809,One year,82.39,987.12,Electronic check,Fiber optic
C0711,One year,122.94,2117.58,Credit card,None
C2468,Two year,112.34,6222.71,Mailed check,DSL
C0627,Month-to-month,104.02,2295.56,Electronic check,Fiber optic
C4453,One year,104.06,5279.77,Credit card,Fiber optic
C3110,One year,78.05,1447.66,Credit card,None
C2685,Two year,38.65,880.38,Electronic check,Fiber optic
C0309,Month-to-month,51.41,1482.58,Mailed check,DSL
C0726,Month-to-month,83.57,7336.71,Electronic check,Fiber optic
C3897,Month-to-month,54.8,1119.56,Mailed check,None
C3166,Two year,105.97,1271.61,Mailed check,DSL
C2573,Month-to-month,61.05,4844.43,Electronic check,DSL
C2024,One year,32.53,1824.71,Credit card,None
C1901,Month-to-month,106.08,353.94,Bank transfer,Fiber optic
C4912,One year,96.79,6150.88,Credit card,DSL
C2310,Month-to-month,47.85,3061.28,Electronic check,Fiber optic
C5428,Two year,127.92,2929.79,Credit card,
C2374,Two year,64.35,3952.97,Bank transfer,None
C1839,Month-to-month,94.85,2796.58,Bank transfer,
C2790,One year,120.15,,Bank transfer,Fiber optic
C3786,One year,37.16,1549.98,Credit card,
C3613,Two year,116.69,4343.79,Electronic check,DSL
C2313,One year,97.43,4580.72,Mailed check,DSL
C2634,Two year,38.43,1867.76,Electronic check,Fiber optic
C2603,Month-to-month,93.1,636.67,Credit card,DSL
C2559,Month-to-month,116.2,2024.88,Electronic check,Fiber optic
C5083,One year,107.89,1181.3,Mailed check,Fiber optic
C4593,One year,103.67,107.7,Credit card,Fiber optic
C3978,Month-to-month,37.75,,Electronic check,Fiber optic
C5009,Month-to-month,40.97,1128.57,Credit card,Fiber optic
C4766,Two year,80.25,,Electronic check,DSL
C0619,One year,83.82,2005.13,Bank transfer,DSL
C1802,Month-to-month,123.8,1381.49,Electronic check,Fiber optic
C0280,Two year,71.55,948.91,Electronic check,Fiber optic
C4897,Month-to-month,53.28,1900.34,Mailed check,DSL
C1812,Month-to-month,40.99,6.72,Electronic check,DSL
C2587,Month-to-month,25.96,243.21,Electronic check,Fiber optic
C1241,Two year,27.55,1342.14,Bank transfer,DSL
C4297,One year,83.16,4094.11,Mailed check,None
C1126,Month-to-month,39.39,,Electronic check,DSL
C4982,Month-to-month,113.68,3567.07,Electronic check,Fiber optic
C0231,One year,85.61,5117.49,Bank transfer,DSL
C1442,One year,115.14,1566.61,Mailed check,Fiber optic
C2079,Two year,67.02,2916.08,Credit card,Fiber optic
C4863,One year,85.54,3457.12,Credit card,Fiber optic
C1272,Month-to-month,77.8,2035.23,Electronic check,Fiber optic
C1892,One year,128.53,,Credit card,DSL
C1852,Month-to-month,107.65,177.64,Credit card,DSL
C0155,Two year,85.49,,Credit card,Fiber optic
C0234,Month-to-month,86.72,995.99,Electronic check,Fiber optic
C4670,Month-to-month,47.37,2700.23,Electronic check,DSL
C4879,Month-to-month,100.82,6250.42,Electronic check,DSL
C1176,Month-to-month,128.11,6002.47,Credit card,DSL
C0315,Month-to-month,34.24,1487.1,Credit card,DSL
C4592,Month-to-month,90.1,,Electronic check,Fiber optic
C4014,Month-to-month,76.97,2378.57,Electronic check,Fiber optic
C5080,Month-to-month,113.55,1868.79,Mailed check,None
C0370,Two year,20.01,751.78,Electronic check,Fiber optic
C4607,Month-to-month,35.02,1618.01,Bank transfer,Fiber optic
C2434,Two year,24.08,,Bank transfer,DSL
C2077,Month-to-month,37.92,2097.01,Credit card,Fiber optic
C1575,Month-to-month,97.87,3721.61,Electronic check,Fiber optic
C1896,One year,35.36,469.14,Credit card,DSL
C2378,Month-to-month,88.46,3764.24,Bank transfer,DSL
C2271,Month-to-month,115.5,6910.31,Credit card,Fiber optic
C3909,Two year,23.81,958.96,Bank transfer,DSL
C3244,Month-to-month,22.95,578.77,Credit card,Fiber optic
C3027,Month-to-month,128.88,3320.11,Electronic check,Fiber optic
C3670,One year,94.06,714.17,Mailed check,Fiber optic
C0169,Month-to-month,35.48,947.47,Bank transfer,Fiber optic
C1843,One year,53.74,770.09,Credit card,Fiber optic
C3724,Month-to-month,128.35,,Electronic check,DSL
C3318,Month-to-month,44.99,1903.83,Bank transfer,Fiber optic
C2342,Month-to-month,102.81,1574.9,Electronic check,Fiber optic
C2670,Two year,46.53,521.88,Electronic check,Fiber optic
C0772,Month-to-month,63.83,3035.29,Bank transfer,Fiber optic
C1317,Month-to-month,116.88,4824.85,Electronic check,Fiber optic
C5115,Month-to-month,23.13,720.24,Bank transfer,Fiber optic
C1949,Month-to-month,53.8,3785.86,Bank transfer,DSL
C4274,Month-to-month,73.59,83.44,Electronic check,Fiber optic
C5209,Month-to-month,88.8,1464.1,Electronic check,Fiber optic
C3923,One year,23.11,766.75,Credit card,Fiber optic
C0254,Two year,65.17,4853.29,Credit card,Fiber optic
C1846,Month-to-month,57.87,4298.49,Bank transfer,Fiber optic
C0424,Month-to-month,22.96,,Credit card,DSL
C3322,Two year,59.09,869.69,Credit card,Fiber optic
C3683,Two year,122.49,,Electronic check,Fiber optic
C3430,Month-to-month,50.21,,Bank transfer,
C1407,Month-to-month,84.42,4586.83,Credit card,Fiber optic
C2926,Month-to-month,52.79,3005.98,Bank transfer,None
C0346,Month-to-month,31.73,741.93,Bank transfer,Fiber optic
C5440,Month-to-month,51.87,1547.05,Bank transfer,Fiber optic
C2647,Two year,71.78,1393.48,Bank transfer,Fiber optic
C0707,Month-to-month,52.58,3036.64,Credit card,DSL
C4873,Month-to-month,88.66,4566.82,Bank transfer,DSL
C1015,One year,124.4,1537.09,Electronic check,DSL
C2899,Month-to-month,27.62,1458.56,Electronic check,Fiber optic
C1794,Month-to-month,98.87,3593.74,Bank transfer,Fiber optic
C5379,Two year,20.14,1217.76,Electronic check,Fiber optic
C4073,Month-to-month,20.11,458.01,Electronic check,Fiber optic
C2142,Two year,34.62,2488.0,Electronic check,DSL
C2498,Month-to-month,72.79,61.74,Electronic check,DSL
C0651,Month-to-month,25.28,327.7,Electronic check,None
C1491,Two year,99.44,960.52,Electronic check,None
C1528,Month-to-month,23.22,,Credit card,DSL
C3760,One year,74.5,3855.04,Mailed check,Fiber optic
C1159,Month-to-month,94.37,2168.53,Credit card,DSL
C1587,Month-to-month,46.13,243.87,Credit card,DSL
C4124,One year,83.72,958.93,Credit card,Fiber optic
C3173,One year,48.8,593.08,Bank transfer,
C1386,Two year,43.55,184.01,Electronic check,Fiber optic
C2781,Month-to-month,110.02,6088.96,Bank transfer,DSL
C2449,One year,56.62,983.34,Electronic check,Fiber optic
C0215,Month-to-month,109.54,3327.38,Bank transfer,Fiber optic
C4347,One year,43.86,75.62,Electronic check,None
C4704,Month-to-month,59.15,2611.06,Electronic check,Fiber optic
C2652,Month-to-month,31.29,,Credit card,Fiber optic
C1371,Month-to-month,74.62,5028.9,Electronic check,DSL
C0270,Month-to-month,61.98,4178.92,Electronic check,Fiber optic
C1351,One year,20.66,1817.99,Credit card,Fiber optic
C0388,Month-to-month,71.13,1427.58,Electronic check,Fiber optic
C2286,One year,28.19,167.26,Electronic check,DSL
C2779,Month-to-month,112.07,3390.67,Electronic check,Fiber optic
C1584,Month-to-month,74.31,1276.6,Credit card,DSL
C1164,Month-to-month,95.91,3393.46,Electronic check,DSL
C1033,Two year,110.32,1267.99,Credit card,Fiber optic
C2965,Two year,25.63,2218.47,Electronic check,Fiber optic
C3489,Month-to-month,57.09,2760.12,Electronic check,Fiber optic
C5029,Month-to-month,22.76,,Electronic check,DSL
C3713,Month-to-month,25.46,,Bank transfer,Fiber optic
C2469,One year,24.16,1219.26,Credit card,
C3577,One year,72.57,169.54,Electronic check,Fiber optic
C0616,Month-to-month,69.57,2003.87,Electronic check,Fiber optic
C1366,Month-to-month,26.74,375.87,Electronic check,None
C0334,Two year,48.86,371.23,Mailed check,DSL
C2387,Month-to-month,46.89,1526.81,Electronic check,Fiber optic
C2719,One year,52.63,3214.15,Credit card,None
C0580,Month-to-month,90.48,4582.45,Electronic check,DSL
C5133,One year,96.68,5760.36,Credit card,None
C1433,Month-to-month,57.3,607.93,Credit card,None
C4069,Month-to-month,106.71,1000.5,Bank transfer,Fiber optic
C4118,One year,65.96,3087.92,Mailed check,DSL
C2861,Month-to-month,77.46,1961.95,Bank transfer,Fiber optic
C5021,Month-to-month,36.01,,Mailed check,DSL
C1606,Month-to-month,45.62,163.38,Credit card,DSL
C0529,Two year,100.03,1014.18,Credit card,Fiber optic
C2438,Two year,127.47,,Credit card,Fiber optic
C2904,Month-to-month,97.51,2018.18,Electronic check,Fiber optic
C3843,Month-to-month,25.96,1147.46,Electronic check,DSL
C0348,Month-to-month,35.72,1861.32,Electronic check,DSL
C5183,Two year,69.04,1245.92,Electronic check,None
C2290,Two year,100.58,1119.0,Mailed check,Fiber optic
C1543,Month-to-month,38.25,1985.53,Electronic check,Fiber optic
C2636,One year,102.59,2347.19,Electronic check,Fiber optic
C4702,One year,81.14,6519.11,Electronic check,Fiber optic
C1346,Month-to-month,105.2,4853.58,Bank transfer,Fiber optic
C3331,Month-to-month,81.34,802.1,Credit card,Fiber optic
C0524,One year,86.28,331.22,Bank transfer,Fiber optic
C2745,Month-to-month,47.36,2360.25,Credit card,None
C2879,Month-to-month,99.22,1912.38,Electronic check,DSL
C4941,Month-to-month,112.84,2742.72,Mailed check,Fiber optic
C4811,Two year,115.84,1152.13,Electronic check,None
C3974,One year,23.24,1091.16,Electronic check,Fiber optic
C2808,Month-to-month,88.71,2905.27,Credit card,Fiber optic
C3738,One year,128.85,790.79,Electronic check,DSL
C2157,Two year,84.56,6007.92,Credit card,Fiber optic
C0383,Month-to-month,38.84,737.65,Electronic check,Fiber optic
C3949,Month-to-month,116.54,6697.37,Electronic check,Fiber optic
C2747,Month-to-month,49.07,1450.47,Electronic check,None
C1735,Two year,24.95,353.06,Credit card,Fiber optic
C2083,Month-to-month,67.36,4648.47,Electronic check,DSL
C4082,One year,31.03,2689.31,Bank transfer,Fiber optic
C0075,Month-to-month,32.68,1073.14,Credit card,Fiber optic
C1486,Month-to-month,70.96,4187.79,Credit card,Fiber optic
C4314,Month-to-month,87.4,2959.24,Electronic check,Fiber optic
C4371,Month-to-month,119.59,8748.21,Bank transfer,DSL
C0878,Month-to-month,97.58,3600.36,Credit card,Fiber optic
C1400,Month-to-month,112.69,4189.89,Electronic check,DSL
C3139,One year,65.3,1629.2,Mailed check,Fiber optic
C1992,Two year,55.05,241.18,Electronic check,DSL
C0787,Month-to-month,85.21,5817.69,Electronic check,None
C0928,One year,96.5,6436.82,Electronic check,DSL
C5122,Two year,82.51,5174.22,Electronic check,DSL
C4899,Month-to-month,49.1,4052.52,Credit card,Fiber optic
C0317,One year,60.67,526.74,Bank transfer,DSL
C1212,One year,69.31,2697.24,Electronic check,DSL
C5340,Month-to-month,21.56,892.2,Mailed check,Fiber optic
C3229,Month-to-month,116.78,97.31,Credit card,DSL
C4289,Month-to-month,76.26,3939.09,Electronic check,DSL
C2080,One year,102.61,9242.58,Electronic check,DSL
C3158,Month-to-month,38.91,792.41,Electronic check,DSL
C2211,Month-to-month,81.23,4303.59,Bank transfer,Fiber optic
C3421,One year,121.87,1671.76,Credit card,Fiber optic
C3026,Month-to-month,43.57,1080.96,Electronic check,DSL
C4963,Month-to-month,58.04,1093.73,Credit card,DSL
C3876,Month-to-month,62.72,1231.95,Mailed check,DSL
C3993,Two year,62.16,2890.73,Bank transfer,DSL
C2712,Month-to-month,86.07,3604.67,Bank transfer,
C1380,Month-to-month,63.31,1285.9,Electronic check,DSL
C4537,Month-to-month,94.15,1597.09,Electronic check,DSL
C4336,Month-to-month,73.3,2118.67,Mailed check,Fiber optic
C4087,One year,37.34,1915.33,Credit card,None
C0537,Two year,124.34,3158.98,Credit card,None
C4867,One year,46.35,506.33,Electronic check,DSL
C1544,Month-to-month,81.87,1596.23,Credit card,DSL
C0632,Month-to-month,26.68,1258.39,Credit card,DSL
C0665,Month-to-month,121.05,2413.44,Bank transfer,DSL
C4444,Month-to-month,122.08,16.16,Bank transfer,Fiber optic
C3406,One year,60.1,216.89,Mailed check,None
C2838,Month-to-month,33.31,429.52,Electronic check,None
C3159,Month-to-month,104.7,1010.08,Electronic check,Fiber optic
C4776,Month-to-month,48.85,1788.5,Credit card,Fiber optic
C4098,Month-to-month,97.07,4536.76,Electronic check,DSL
C3698,One year,120.67,,Mailed check,Fiber optic
C0679,Month-to-month,84.93,958.55,Electronic check,Fiber optic
C2954,One year,114.74,10237.73,Credit card,
C4930,One year,44.71,3812.91,Credit card,Fiber optic
C0179,Month-to-month,120.15,7166.8,Bank transfer,Fiber optic
C1683,Two year,44.93,821.19,Bank transfer,Fiber optic
C1493,Month-to-month,44.84,624.92,Electronic check,Fiber optic
C2771,Month-to-month,116.79,9142.71,Electronic check,DSL
C2948,Two year,81.04,5335.06,Credit card,DSL
C0973,Month-to-month,107.94,2290.09,Credit card,
C1820,Month-to-month,108.27,6217.47,Electronic check,DSL
C5035,Two year,91.17,2112.0,Credit card,Fiber optic
C1168,One year,40.8,372.16,Electronic check,Fiber optic
C4158,Month-to-month,96.13,6072.93,Bank transfer,Fiber optic
C4209,One year,27.0,1692.69,Electronic check,Fiber optic
C3211,Two year,42.07,1636.4,Electronic check,DSL
C4023,Month-to-month,90.72,5215.64,Electronic check,Fiber optic
C0959,One year,119.86,6442.89,Credit card,Fiber optic
C4541,Two year,104.89,4143.95,Credit card,DSL
C4703,Two year,56.57,,Bank transfer,DSL
C4185,Month-to-month,110.61,794.74,Electronic check,Fiber optic
C4723,Month-to-month,126.33,801.3,Electronic check,None
C3213,One year,56.51,51.95,Electronic check,DSL
C1922,Month-to-month,40.55,1343.77,Credit card,None
C4582,One year,41.73,1275.56,Mailed check,Fiber optic
C3849,Month-to-month,64.04,4239.84,Credit card,Fiber optic
C4056,One year,25.76,1381.62,Electronic check,Fiber optic
C1507,Month-to-month,73.65,93.09,Credit card,DSL
C3919,Two year,100.55,2144.27,Electronic check,DSL
C5187,Month-to-month,78.35,1830.39,Bank transfer,DSL
C5257,Month-to-month,126.71,4880.06,Credit card,DSL
C4747,One year,70.79,,Electronic check,None
C5328,Month-to-month,21.46,1393.61,Bank transfer,DSL
C1155,Month-to-month,71.71,56.47,Electronic check,None
C3188,Two year,122.29,6893.41,Bank transfer,Fiber optic
C1565,One year,30.54,1640.24,Electronic check,DSL
C4708,One year,44.53,936.57,Credit card,DSL
C2161,Month-to-month,98.71,3246.27,Bank transfer,Fiber optic
C1715,One year,52.35,294.52,Electronic check,Fiber optic
C0664,Month-to-month,104.18,5130.21,Mailed check,DSL
C4573,Month-to-month,66.13,2429.44,Mailed check,None
C0818,Two year,107.57,46.82,Credit card,DSL
C3282,Month-to-month,80.67,2372.74,Bank transfer,Fiber optic
C4688,Two year,29.07,266.42,Credit card,Fiber optic
C5287,One year,62.47,909.92,Bank transfer,None
C3576,One year,56.66,2528.51,Electronic check,DSL
C1025,One year,109.11,5104.19,Electronic check,DSL
C0214,Month-to-month,88.74,6062.98,Credit card,DSL
C2627,Month-to-month,105.51,5715.96,Credit card,DSL
C4731,Month-to-month,60.94,2889.03,Mailed check,
C3581,Month-to-month,96.09,,Credit card,DSL
C1521,Two year,27.18,811.17,Bank transfer,Fiber optic
C4277,Month-to-month,24.04,1497.28,Electronic check,Fiber optic
C4754,One year,51.62,1115.89,Bank transfer,Fiber optic
C2914,One year,105.11,,Electronic check,Fiber optic
C4193,One year,78.75,292.89,Electronic check,Fiber optic
C2114,One year,64.97,174.03,Credit card,DSL
C3487,Month-to-month,118.63,2781.52,Electronic check,DSL
C4917,Two year,74.71,568.78,Bank transfer,DSL
C3816,Two year,87.47,110.93,Bank transfer,Fiber optic
C0344,One year,128.44,7227.09,Electronic check,Fiber optic
C3126,Two year,77.46,2038.35,Electronic check,Fiber optic
C5165,Month-to-month,106.19,8409.61,Electronic check,Fiber optic
C1118,Month-to-month,65.52,4378.9,Electronic check,DSL
C4528,One year,24.0,8.93,Electronic check,
C3709,Two year,111.79,312.96,Electronic check,Fiber optic
C2103,Month-to-month,123.88,6770.12,Credit card,Fiber optic
C0604,Month-to-month,67.78,110.17,Bank transfer,DSL
C4368,Month-to-month,75.4,2668.73,Electronic check,DSL
C5452,Two year,66.66,1641.3,Mailed check,DSL
C5408,One year,129.66,2831.22,Bank transfer,Fiber optic
C3730,Month-to-month,119.37,,Electronic check,
C0910,Two year,24.52,1415.2,Credit card,Fiber optic
C3788,Month-to-month,105.69,6842.23,Bank transfer,DSL
C1848,Month-to-month,86.09,3852.37,Bank transfer,Fiber optic
C3624,Month-to-month,22.77,111.67,Bank transfer,Fiber optic
C4053,Month-to-month,68.92,1082.27,Electronic check,Fiber optic
C0110,Month-to-month,36.47,1585.19,Mailed check,
C1700,Month-to-month,116.04,5236.49,Electronic check,DSL
C0219,Two year,21.4,1706.67,Bank transfer,DSL
C1624,Month-to-month,116.04,23.73,Credit card,DSL
C2057,Month-to-month,123.49,4410.28,Electronic check,DSL
C1532,One year,28.03,318.36,Bank transfer,
C0966,One year,99.18,86.32,Mailed check,DSL
C1582,Two year,80.38,3572.72,Credit card,Fiber optic
C0335,Month-to-month,124.97,2502.38,Credit card,Fiber optic
C1536,One year,107.8,4798.2,Electronic check,DSL
C0920,Month-to-month,96.39,4080.8,Bank transfer,Fiber optic
C4687,Month-to-month,121.81,8601.72,Bank transfer,Fiber optic
C1306,Month-to-month,37.64,12.96,Credit card,DSL
C0406,Month-to-month,61.36,3432.76,Electronic check,DSL
C3438,Month-to-month,112.72,,Credit card,DSL
C2928,One year,31.17,888.31,Electronic check,Fiber optic
C4749,Month-to-month,122.9,5272.37,Electronic check,Fiber optic
C1374,Two year,101.97,652.89,Bank transfer,Fiber optic
C5365,Two year,68.33,1300.23,Electronic check,None
C0599,Month-to-month,57.26,1451.16,Electronic check,Fiber optic
C3859,One year,36.24,185.12,Electronic check,None
C0157,Month-to-month,30.3,,Electronic check,Fiber optic
C3989,Month-to-month,66.6,2136.7,Electronic check,DSL
C4313,Two year,112.74,3022.99,Bank transfer,Fiber optic
C1936,Month-to-month,78.5,2832.84,Bank transfer,Fiber optic
C2852,Month-to-month,69.63,1746.17,Credit card,Fiber optic
C3405,Month-to-month,55.09,2579.61,Electronic check,Fiber optic
C5027,One year,37.26,1931.8,Electronic check,None
C5383,Month-to-month,128.91,5088.4,Bank transfer,Fiber optic
C2890,Two year,22.83,148.49,Electronic check,Fiber optic
C3805,Month-to-month,54.3,3148.0,Electronic check,Fiber optic
C4183,Two year,104.63,4211.43,Credit card,Fiber optic
C2521,Two year,77.26,1288.37,Bank transfer,DSL
C4540,One year,54.52,,Electronic check,Fiber optic
C4055,One year,129.2,8578.5,Electronic check,Fiber optic
C0325,Month-to-month,88.11,5487.46,Electronic check,Fiber optic
C0078,Two year,52.47,2777.64,Electronic check,Fiber optic
C4042,One year,113.27,3186.29,Electronic check,Fiber optic
C0884,Month-to-month,36.52,3133.43,Electronic check,DSL
C3803,Month-to-month,70.99,,Electronic check,None
C4461,Month-to-month,112.35,4717.48,Electronic check,Fiber optic
C4684,One year,128.2,7609.11,Bank transfer,None
C2979,Month-to-month,62.14,1819.87,Mailed check,DSL
C4324,One year,35.19,1454.47,Electronic check,
